level,itl,name,year,GVA per Hour,Change in GVA per hour
ITL3,TLN08,"Newry, Mourne and Down",2005,23.8,110
ITL3,TLN09,Ards and North Down,2005,21,96.4
ITL3,TLN0A,Derry City and Strabane,2005,19.4,82.7
ITL3,TLN0B,Mid Ulster,2005,27.7,128.3
ITL3,TLN0C,Causeway Coast and Glens,2005,21.7,98.6
ITL3,TLN0D,Antrim and Newtownabbey,2005,23.2,93.3
ITL3,TLN0E,Lisburn and Castlereagh,2005,22.1,104.9
ITL3,TLN0F,Mid and East Antrim,2005,29.1,169.4
ITL3,TLN0G,Fermanagh and Omagh,2005,22,87.5
UK,UKX,United Kingdom less Extra-Regio,2006,26.8,92.3
Other,TLB,England,2006,27.4,93.7
ITL1,TLC,North East,2006,23.6,90.7
ITL2,TLC1,Tees Valley and Durham,2006,24.1,94
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2006,25.9,97.2
ITL3,TLC12,South Teesside,2006,21.3,96.8
ITL3,TLC13,Darlington,2006,25.6,61.7
ITL3,TLC14,Durham CC,2006,24.1,107.5
ITL2,TLC2,"Northumberland, and Tyne and Wear",2006,23.2,88.4
ITL3,TLC21,Northumberland,2006,21.5,102
ITL3,TLC22,Tyneside,2006,23.1,86.9
ITL3,TLC23,Sunderland,2006,25.1,83.9
ITL1,TLD,North West,2006,25,97.4
ITL2,TLD1,Cumbria,2006,23.7,104.3
ITL3,TLD11,West Cumbria,2006,24.1,109
ITL3,TLD12,East Cumbria,2006,23.5,104.6
ITL2,TLD3,Greater Manchester,2006,24.3,91.1
ITL3,TLD33,Manchester,2006,26.4,91.8
ITL3,TLD34,Greater Manchester South West,2006,27.8,91.1
ITL3,TLD35,Greater Manchester South East,2006,22.8,99.2
ITL3,TLD36,Greater Manchester North West,2006,21.5,99.4
ITL3,TLD37,Greater Manchester North East,2006,21.6,91.6
ITL2,TLD4,Lancashire,2006,23.7,97.9
ITL3,TLD41,Blackburn with Darwen,2006,19.5,90.1
ITL3,TLD42,Blackpool,2006,18.8,90.3
ITL3,TLD44,Lancaster and Wyre,2006,23.3,93.5
ITL3,TLD45,Mid Lancashire,2006,27.9,105.3
ITL3,TLD46,East Lancashire,2006,23,102.9
ITL3,TLD47,Chorley and West Lancashire,2006,21.2,89.2
ITL2,TLD6,Cheshire,2006,29.8,104.4
ITL3,TLD61,Warrington,2006,27,88.3
ITL3,TLD62,Cheshire East,2006,33.1,114.3
ITL3,TLD63,Cheshire West and Chester,2006,28.4,104.5
ITL2,TLD7,Merseyside,2006,24.9,103.3
ITL3,TLD71,East Merseyside,2006,26.6,100.5
ITL3,TLD72,Liverpool,2006,25.7,110.3
ITL3,TLD73,Sefton,2006,20.3,97.7
ITL3,TLD74,Wirral,2006,24.2,107.8
ITL1,TLE,Yorkshire and The Humber,2006,24,97.3
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2006,24.9,103.8
ITL3,TLE11,"Kingston upon Hull, City of",2006,23,103.4
ITL3,TLE12,East Riding of Yorkshire,2006,27.6,115.1
ITL3,TLE13,North and North East Lincolnshire,2006,24.4,102.6
ITL2,TLE2,North Yorkshire,2006,25.6,101.5
ITL3,TLE21,York,2006,30.7,110.3
ITL3,TLE22,North Yorkshire CC,2006,23.8,97.3
ITL2,TLE3,South Yorkshire,2006,22,96
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2006,20.3,94.3
ITL3,TLE32,Sheffield,2006,24.1,96
ITL2,TLE4,West Yorkshire,2006,24.1,94.2
ITL3,TLE41,Bradford,2006,21.5,99.1
ITL3,TLE42,Leeds,2006,27.8,96.2
ITL3,TLE44,Calderdale and Kirklees,2006,20.3,88.5
ITL3,TLE45,Wakefield,2006,23.4,105
ITL1,TLF,East Midlands,2006,23,96.8
ITL2,TLF1,Derbyshire and Nottinghamshire,2006,23.4,99.6
ITL3,TLF11,Derby,2006,28.9,129.4
ITL3,TLF12,East Derbyshire,2006,23.9,101.1
ITL3,TLF13,South and West Derbyshire,2006,21.7,91.7
ITL3,TLF14,Nottingham,2006,22.4,93.2
ITL3,TLF15,North Nottinghamshire,2006,22,105.3
ITL3,TLF16,South Nottinghamshire,2006,24.3,82.6
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2006,23,95.2
ITL3,TLF21,Leicester,2006,20.6,82.8
ITL3,TLF22,Leicestershire CC and Rutland,2006,25,98.4
ITL3,TLF24,West Northamptonshire,2006,23,97.5
ITL3,TLF25,North Northamptonshire,2006,21.9,116.5
ITL2,TLF3,Lincolnshire,2006,21.9,93.2
ITL3,TLF30,Lincolnshire CC,2006,21.9,93.9
ITL1,TLG,West Midlands,2006,23.1,92.6
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2006,23.7,90
ITL3,TLG11,"Herefordshire, County of",2006,19.7,101.8
ITL3,TLG12,Worcestershire CC,2006,22.4,90.2
ITL3,TLG13,Warwickshire CC,2006,26.3,93.3
ITL2,TLG2,Shropshire and Staffordshire,2006,22.9,96.6
ITL3,TLG21,Telford and Wrekin,2006,22.6,89.2
ITL3,TLG22,Shropshire CC,2006,22.2,100.7
ITL3,TLG23,Stoke-on-Trent,2006,21.8,84.3
ITL3,TLG24,Staffordshire CC,2006,23.5,102.5
ITL2,TLG3,West Midlands,2006,23,92.1
ITL3,TLG31,Birmingham,2006,22.9,92.2
ITL3,TLG32,Solihull,2006,30.6,96.2
ITL3,TLG33,Coventry,2006,27,97.3
ITL3,TLG36,Dudley,2006,20.1,99.9
ITL3,TLG37,Sandwell,2006,21.1,96.2
ITL3,TLG38,Walsall,2006,18.3,92.5
ITL3,TLG39,Wolverhampton,2006,21.6,96.4
ITL1,TLH,East,2006,26.2,95.3
ITL2,TLH1,East Anglia,2006,24.8,90.7
ITL3,TLH11,Peterborough,2006,28.5,101.8
ITL3,TLH12,Cambridgeshire CC,2006,26.1,94
ITL3,TLH14,Suffolk CC,2006,25.5,89.1
ITL3,TLH15,Norwich and East Norfolk,2006,20.2,73.3
ITL3,TLH16,North and West Norfolk,2006,23.4,108.2
ITL3,TLH17,Breckland and South Norfolk,2006,24.3,105.6
ITL2,TLH2,Bedfordshire and Hertfordshire,2006,28.4,99.8
ITL3,TLH21,Luton,2006,25.1,86.9
ITL3,TLH23,Hertfordshire CC,2006,30.6,106.2
ITL3,TLH24,Bedford,2006,23,90.3
ITL3,TLH25,Central Bedfordshire,2006,24,96.5
ITL2,TLH3,Essex,2006,26.1,97.5
ITL3,TLH31,Southend-on-Sea,2006,20.1,108
ITL3,TLH32,Thurrock,2006,28.5,102.8
ITL3,TLH34,Essex Haven Gateway,2006,23,86.7
ITL3,TLH35,West Essex,2006,30.1,114.6
ITL3,TLH36,Heart of Essex,2006,27.5,91.5
ITL3,TLH37,Essex Thames Gateway,2006,26.6,101.5
ITL1,TLI,London,2006,36.4,96.5
ITL2,TLI3,Inner London - West,2006,40.1,94.8
ITL3,TLI31,Camden and City of London,2006,50.5,114.1
ITL3,TLI32,Westminster,2006,37.8,88.5
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2006,26.2,76.2
ITL3,TLI34,Wandsworth,2006,24,91.8
ITL2,TLI4,Inner London - East,2006,36.2,100.2
ITL3,TLI41,Hackney and Newham,2006,27.9,93.2
ITL3,TLI42,Tower Hamlets,2006,58.7,135.7
ITL3,TLI43,Haringey and Islington,2006,33.2,81.1
ITL3,TLI44,Lewisham and Southwark,2006,28.1,97.2
ITL3,TLI45,Lambeth,2006,33.9,98.6
ITL2,TLI5,Outer London - East and North East,2006,33.1,107.2
ITL3,TLI51,Bexley and Greenwich,2006,36.5,110.8
ITL3,TLI52,Barking & Dagenham and Havering,2006,32.4,102.3
ITL3,TLI53,Redbridge and Waltham Forest,2006,30.3,115
ITL3,TLI54,Enfield,2006,33.4,110.2
ITL2,TLI6,Outer London - South,2006,31.8,97.5
ITL3,TLI61,Bromley,2006,33.8,116
ITL3,TLI62,Croydon,2006,30.2,72.5
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2006,31.9,111.1
ITL2,TLI7,Outer London - West and North West,2006,33.7,95.3
ITL3,TLI71,Barnet,2006,29.7,106.2
ITL3,TLI72,Brent,2006,30.2,103.5
ITL3,TLI73,Ealing,2006,29.3,91.5
ITL3,TLI74,Harrow and Hillingdon,2006,33.2,95.8
ITL3,TLI75,Hounslow and Richmond upon Thames,2006,41.4,100
ITL1,TLJ,South East,2006,29.1,89.7
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2006,32.1,86.6
ITL3,TLJ11,Berkshire,2006,36.4,72.8
ITL3,TLJ12,Milton Keynes,2006,32.3,101.2
ITL3,TLJ13,Buckinghamshire CC,2006,29.8,101.7
ITL3,TLJ14,Oxfordshire CC,2006,27,101.2
ITL2,TLJ2,"Surrey, East and West Sussex",2006,28.8,93.7
ITL3,TLJ21,Brighton and Hove,2006,24.1,80.7
ITL3,TLJ22,East Sussex CC,2006,20.6,101.3
ITL3,TLJ25,West Surrey,2006,32.4,91.7
ITL3,TLJ26,East Surrey,2006,40.3,114.9
ITL3,TLJ27,West Sussex (South West),2006,25,92.7
ITL3,TLJ28,West Sussex (North East),2006,25.9,91.6
ITL2,TLJ3,Hampshire and Isle of Wight,2006,28.1,82
ITL3,TLJ31,Portsmouth,2006,25.5,83.9
ITL3,TLJ32,Southampton,2006,26.1,71
ITL3,TLJ34,Isle of Wight,2006,21.1,91.6
ITL3,TLJ35,South Hampshire,2006,26.9,94.9
ITL3,TLJ36,Central Hampshire,2006,27,82.5
ITL3,TLJ37,North Hampshire,2006,36,71.4
ITL2,TLJ4,Kent,2006,25.9,100
ITL3,TLJ41,Medway,2006,25.1,86.2
ITL3,TLJ43,Kent Thames Gateway,2006,27,107.7
ITL3,TLJ44,East Kent,2006,23.8,108.4
ITL3,TLJ45,Mid Kent,2006,22.9,103.9
ITL3,TLJ46,West Kent,2006,30.6,98.4
ITL1,TLK,South West,2006,24.7,94.8
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area",2006,26.8,92.4
ITL3,TLK11,"Bristol, City of",2006,23.3,95.2
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2006,27.4,84.5
ITL3,TLK13,Gloucestershire CC,2006,27.4,96.4
ITL3,TLK14,Swindon,2006,32.9,85.2
ITL3,TLK15,Wiltshire,2006,25.9,101.4
ITL2,TLK2,Dorset and Somerset,2006,23.7,103.3
ITL3,TLK23,Somerset CC,2006,22.6,105.2
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2006,25.1,102.6
ITL3,TLK25,Dorset,2006,23.7,107.5
ITL2,TLK3,Cornwall and Isles of Scilly,2006,20.8,92.2
ITL3,TLK30,Cornwall and Isles of Scilly,2006,20.8,93.5
ITL2,TLK4,Devon,2006,22.8,94.6
ITL3,TLK41,Plymouth,2006,23.5,103.4
ITL3,TLK42,Torbay,2006,19.7,108.2
ITL3,TLK43,Devon CC,2006,23,93.6
ITL1,TLL,Wales,2006,22.1,89.8
ITL2,TLL1,West Wales and The Valleys,2006,21.4,89.8
ITL3,TLL11,Isle of Anglesey,2006,21.3,94.2
ITL3,TLL12,Gwynedd,2006,21.6,101.9
ITL3,TLL13,Conwy and Denbighshire,2006,19.5,101.5
ITL3,TLL14,South West Wales,2006,20.5,96.5
ITL3,TLL15,Central Valleys,2006,21.3,77.1
ITL3,TLL16,Gwent Valleys,2006,21.5,89.6
ITL3,TLL17,Bridgend and Neath Port Talbot,2006,23.5,92.4
ITL3,TLL18,Swansea,2006,22.1,79.6
ITL2,TLL2,East Wales,2006,23.1,89.9
ITL3,TLL21,Monmouthshire and Newport,2006,22.8,89.4
ITL3,TLL22,Cardiff and Vale of Glamorgan,2006,24.5,88.1
ITL3,TLL23,Flintshire and Wrexham,2006,23.6,92.7
ITL3,TLL24,Powys,2006,17.2,108.7
ITL1,TLM,Scotland,2006,24.9,85.9
ITL2,TLM5,North Eastern Scotland,2006,27.1,89.5
ITL3,TLM50,Aberdeen City and Aberdeenshire,2006,27.1,90.1
ITL2,TLM6,Highlands and Islands,2006,23.4,83.8
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2006,22,80.1
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2006,23.5,79.1
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2006,24.2,90.7
ITL3,TLM64,Na h-Eileanan Siar,2006,21.3,87.9
ITL3,TLM65,Orkney Islands,2006,26.6,109.8
ITL3,TLM66,Shetland Islands,2006,25.1,92.3
ITL2,TLM7,Eastern Scotland,2006,26.5,84.5
ITL3,TLM71,Angus and Dundee City,2006,22.4,85.4
ITL3,TLM72,Clackmannanshire and Fife,2006,23.9,80.9
ITL3,TLM73,East Lothian and Midlothian,2006,21.6,78.8
ITL3,TLM75,City of Edinburgh,2006,29.8,82.5
ITL3,TLM76,Falkirk,2006,28.6,103.9
ITL3,TLM77,"Perth and Kinross, and Stirling",2006,27,100.2
ITL3,TLM78,West Lothian,2006,25.3,81.4
ITL2,TLM8,West Central Scotland,2006,23.3,84
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2006,23.4,88.9
ITL3,TLM82,Glasgow City,2006,22.9,87.4
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2006,23.2,81
ITL3,TLM84,North Lanarkshire,2006,24.5,77.6
ITL2,TLM9,Southern Scotland,2006,23.6,95.2
ITL3,TLM91,Scottish Borders,2006,21.5,96.9
ITL3,TLM92,Dumfries and Galloway,2006,24.7,99.2
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2006,23.6,99.4
ITL3,TLM94,South Ayrshire,2006,24.2,97.4
ITL3,TLM95,South Lanarkshire,2006,23.6,91.1
ITL1,TLN,Northern Ireland,2006,21.7,96
ITL2,TLN0,Northern Ireland,2006,21.7,96
ITL3,TLN06,Belfast,2006,22,91.2
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2006,19.1,92.7
ITL3,TLN08,"Newry, Mourne and Down",2006,24.2,113.1
ITL3,TLN09,Ards and North Down,2006,22.7,97
ITL3,TLN0A,Derry City and Strabane,2006,21.1,92.6
ITL3,TLN0B,Mid Ulster,2006,29.3,125.4
ITL3,TLN0C,Causeway Coast and Glens,2006,22.5,93.5
ITL3,TLN0D,Antrim and Newtownabbey,2006,24.8,93.1
ITL3,TLN0E,Lisburn and Castlereagh,2006,22.5,93.5
ITL3,TLN0F,Mid and East Antrim,2006,30,199.6
ITL3,TLN0G,Fermanagh and Omagh,2006,22.2,81.2
UK,UKX,United Kingdom less Extra-Regio,2007,27.8,94.1
Other,TLB,England,2007,28.4,95.6
ITL1,TLC,North East,2007,24.2,90.7
ITL2,TLC1,Tees Valley and Durham,2007,24.9,94.6
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2007,27.1,101.5
ITL3,TLC12,South Teesside,2007,22.1,93.8
ITL3,TLC13,Darlington,2007,25.2,58.6
ITL3,TLC14,Durham CC,2007,25.2,109.3
ITL2,TLC2,"Northumberland, and Tyne and Wear",2007,23.6,88.1
ITL3,TLC21,Northumberland,2007,21.7,98.5
ITL3,TLC22,Tyneside,2007,23.6,87.3
ITL3,TLC23,Sunderland,2007,25.5,83
ITL1,TLD,North West,2007,25.9,98.5
ITL2,TLD1,Cumbria,2007,24.1,92.7
ITL3,TLD11,West Cumbria,2007,24.6,102.3
ITL3,TLD12,East Cumbria,2007,23.7,89.2
ITL2,TLD3,Greater Manchester,2007,25.4,95.2
ITL3,TLD33,Manchester,2007,27.8,98.4
ITL3,TLD34,Greater Manchester South West,2007,29.1,96.9
ITL3,TLD35,Greater Manchester South East,2007,23.7,98
ITL3,TLD36,Greater Manchester North West,2007,22.4,104.4
ITL3,TLD37,Greater Manchester North East,2007,22.3,93.5
ITL2,TLD4,Lancashire,2007,24.2,97
ITL3,TLD41,Blackburn with Darwen,2007,19.9,80.3
ITL3,TLD42,Blackpool,2007,19,88.6
ITL3,TLD44,Lancaster and Wyre,2007,23.7,100.7
ITL3,TLD45,Mid Lancashire,2007,28.3,102.6
ITL3,TLD46,East Lancashire,2007,23.8,102.6
ITL3,TLD47,Chorley and West Lancashire,2007,22.1,88.6
ITL2,TLD6,Cheshire,2007,30.8,106.2
ITL3,TLD61,Warrington,2007,27.9,93.6
ITL3,TLD62,Cheshire East,2007,33.5,111.6
ITL3,TLD63,Cheshire West and Chester,2007,29.9,107.6
ITL2,TLD7,Merseyside,2007,25.8,104.2
ITL3,TLD71,East Merseyside,2007,27.4,100.3
ITL3,TLD72,Liverpool,2007,26.6,112.3
ITL3,TLD73,Sefton,2007,21.7,96.2
ITL3,TLD74,Wirral,2007,25.1,110.2
ITL1,TLE,Yorkshire and The Humber,2007,24.9,100.1
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2007,26.2,102.1
ITL3,TLE11,"Kingston upon Hull, City of",2007,25.3,109.7
ITL3,TLE12,East Riding of Yorkshire,2007,28,109.2
ITL3,TLE13,North and North East Lincolnshire,2007,25.5,97.9
ITL2,TLE2,North Yorkshire,2007,26.1,102
ITL3,TLE21,York,2007,31.3,111
ITL3,TLE22,North Yorkshire CC,2007,24.2,97.4
ITL2,TLE3,South Yorkshire,2007,23,99.8
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2007,21.2,97.6
ITL3,TLE32,Sheffield,2007,25.1,99.9
ITL2,TLE4,West Yorkshire,2007,25,98.8
ITL3,TLE41,Bradford,2007,22.2,101
ITL3,TLE42,Leeds,2007,29,105.5
ITL3,TLE44,Calderdale and Kirklees,2007,21.2,94.4
ITL3,TLE45,Wakefield,2007,23.7,94.9
ITL1,TLF,East Midlands,2007,23.8,95.1
ITL2,TLF1,Derbyshire and Nottinghamshire,2007,24.2,96.6
ITL3,TLF11,Derby,2007,29.9,127.9
ITL3,TLF12,East Derbyshire,2007,24.3,87.6
ITL3,TLF13,South and West Derbyshire,2007,22.3,88.9
ITL3,TLF14,Nottingham,2007,23.6,95
ITL3,TLF15,North Nottinghamshire,2007,22.3,98.5
ITL3,TLF16,South Nottinghamshire,2007,25,83.4
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2007,24,95.6
ITL3,TLF21,Leicester,2007,21.7,86.2
ITL3,TLF22,Leicestershire CC and Rutland,2007,25.9,101.6
ITL3,TLF24,West Northamptonshire,2007,23.8,96.5
ITL3,TLF25,North Northamptonshire,2007,22.7,107.5
ITL2,TLF3,Lincolnshire,2007,22.3,89.3
ITL3,TLF30,Lincolnshire CC,2007,22.3,89.9
ITL1,TLG,West Midlands,2007,23.8,92.6
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2007,24.2,88.4
ITL3,TLG11,"Herefordshire, County of",2007,19.8,95.4
ITL3,TLG12,Worcestershire CC,2007,23.3,91.4
ITL3,TLG13,Warwickshire CC,2007,26.5,90
ITL2,TLG2,Shropshire and Staffordshire,2007,23.5,98.2
ITL3,TLG21,Telford and Wrekin,2007,23.2,94.2
ITL3,TLG22,Shropshire CC,2007,22.9,106.5
ITL3,TLG23,Stoke-on-Trent,2007,22.9,88.7
ITL3,TLG24,Staffordshire CC,2007,23.9,100.6
ITL2,TLG3,West Midlands,2007,23.8,92.1
ITL3,TLG31,Birmingham,2007,23.9,92.8
ITL3,TLG32,Solihull,2007,31.7,95.8
ITL3,TLG33,Coventry,2007,27.8,96.7
ITL3,TLG36,Dudley,2007,20.7,99.7
ITL3,TLG37,Sandwell,2007,21.3,93.4
ITL3,TLG38,Walsall,2007,19.1,91.7
ITL3,TLG39,Wolverhampton,2007,21.5,95.7
ITL1,TLH,East,2007,27.1,96.8
ITL2,TLH1,East Anglia,2007,25.6,93.5
ITL3,TLH11,Peterborough,2007,28.6,101.1
ITL3,TLH12,Cambridgeshire CC,2007,26.9,98.8
ITL3,TLH14,Suffolk CC,2007,26.4,90.2
ITL3,TLH15,Norwich and East Norfolk,2007,21.5,75.4
ITL3,TLH16,North and West Norfolk,2007,24.1,111.6
ITL3,TLH17,Breckland and South Norfolk,2007,25.1,109.1
ITL2,TLH2,Bedfordshire and Hertfordshire,2007,29.3,101
ITL3,TLH21,Luton,2007,26.2,90
ITL3,TLH23,Hertfordshire CC,2007,31.3,106.1
ITL3,TLH24,Bedford,2007,24.5,93.3
ITL3,TLH25,Central Bedfordshire,2007,24.8,99.4
ITL2,TLH3,Essex,2007,26.8,97.2
ITL3,TLH31,Southend-on-Sea,2007,20.9,101.8
ITL3,TLH32,Thurrock,2007,29.1,98.5
ITL3,TLH34,Essex Haven Gateway,2007,23.9,88.4
ITL3,TLH35,West Essex,2007,30.9,120.6
ITL3,TLH36,Heart of Essex,2007,28.2,89.1
ITL3,TLH37,Essex Thames Gateway,2007,27.2,99.7
ITL1,TLI,London,2007,37.9,101
ITL2,TLI3,Inner London - West,2007,42.1,101.9
ITL3,TLI31,Camden and City of London,2007,52.8,122.3
ITL3,TLI32,Westminster,2007,39.6,91.8
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2007,27.5,82.8
ITL3,TLI34,Wandsworth,2007,25.1,102
ITL2,TLI4,Inner London - East,2007,37.5,104.2
ITL3,TLI41,Hackney and Newham,2007,29.2,96.9
ITL3,TLI42,Tower Hamlets,2007,61,142.8
ITL3,TLI43,Haringey and Islington,2007,34.3,83.9
ITL3,TLI44,Lewisham and Southwark,2007,28.4,94.6
ITL3,TLI45,Lambeth,2007,36.3,108.5
ITL2,TLI5,Outer London - East and North East,2007,34.3,109.5
ITL3,TLI51,Bexley and Greenwich,2007,37.4,106.9
ITL3,TLI52,Barking & Dagenham and Havering,2007,33.8,107.9
ITL3,TLI53,Redbridge and Waltham Forest,2007,31.7,117.4
ITL3,TLI54,Enfield,2007,34.3,115.9
ITL2,TLI6,Outer London - South,2007,33.1,100.9
ITL3,TLI61,Bromley,2007,34.6,106.6
ITL3,TLI62,Croydon,2007,31.6,78.8
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2007,33.2,118.3
ITL2,TLI7,Outer London - West and North West,2007,34.6,96.1
ITL3,TLI71,Barnet,2007,29.9,107.2
ITL3,TLI72,Brent,2007,31.5,107.6
ITL3,TLI73,Ealing,2007,30.3,96.1
ITL3,TLI74,Harrow and Hillingdon,2007,33.4,96.5
ITL3,TLI75,Hounslow and Richmond upon Thames,2007,43.2,95
ITL1,TLJ,South East,2007,30.2,90.5
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2007,33.1,86.9
ITL3,TLJ11,Berkshire,2007,37.8,73.6
ITL3,TLJ12,Milton Keynes,2007,32.6,95.2
ITL3,TLJ13,Buckinghamshire CC,2007,30.7,103.6
ITL3,TLJ14,Oxfordshire CC,2007,28,101.4
ITL2,TLJ2,"Surrey, East and West Sussex",2007,29.9,96.4
ITL3,TLJ21,Brighton and Hove,2007,25.4,83.9
ITL3,TLJ22,East Sussex CC,2007,21.2,100.8
ITL3,TLJ25,West Surrey,2007,33.5,91.6
ITL3,TLJ26,East Surrey,2007,41.7,124
ITL3,TLJ27,West Sussex (South West),2007,25.8,92.1
ITL3,TLJ28,West Sussex (North East),2007,27.2,97.4
ITL2,TLJ3,Hampshire and Isle of Wight,2007,29.3,84.3
ITL3,TLJ31,Portsmouth,2007,27.1,90
ITL3,TLJ32,Southampton,2007,28.1,79
ITL3,TLJ34,Isle of Wight,2007,21.7,91.7
ITL3,TLJ35,South Hampshire,2007,27.5,93.7
ITL3,TLJ36,Central Hampshire,2007,27.6,81.4
ITL3,TLJ37,North Hampshire,2007,37.8,74
ITL2,TLJ4,Kent,2007,26.7,95.9
ITL3,TLJ41,Medway,2007,26.6,86.3
ITL3,TLJ43,Kent Thames Gateway,2007,27.6,101.7
ITL3,TLJ44,East Kent,2007,24.1,100
ITL3,TLJ45,Mid Kent,2007,23.7,96.2
ITL3,TLJ46,West Kent,2007,31.9,99.9
ITL1,TLK,South West,2007,25.5,96.3
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area",2007,27.9,96.8
ITL3,TLK11,"Bristol, City of",2007,24.5,98.9
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2007,28.5,90.3
ITL3,TLK13,Gloucestershire CC,2007,28.2,102.2
ITL3,TLK14,Swindon,2007,35.8,88.8
ITL3,TLK15,Wiltshire,2007,26.6,101.4
ITL2,TLK2,Dorset and Somerset,2007,24.2,98.9
ITL3,TLK23,Somerset CC,2007,23,97.5
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2007,25.9,102.2
ITL3,TLK25,Dorset,2007,24.1,102.8
ITL2,TLK3,Cornwall and Isles of Scilly,2007,21,92.5
ITL3,TLK30,Cornwall and Isles of Scilly,2007,21,93.6
ITL2,TLK4,Devon,2007,23.5,94.6
ITL3,TLK41,Plymouth,2007,24.4,100.2
ITL3,TLK42,Torbay,2007,20.6,113.3
ITL3,TLK43,Devon CC,2007,23.7,93.7
ITL1,TLL,Wales,2007,22.8,90.7
ITL2,TLL1,West Wales and The Valleys,2007,21.9,89.1
ITL3,TLL11,Isle of Anglesey,2007,21.3,91.7
ITL3,TLL12,Gwynedd,2007,22.2,104
ITL3,TLL13,Conwy and Denbighshire,2007,19.8,96.5
ITL3,TLL14,South West Wales,2007,20.6,94.8
ITL3,TLL15,Central Valleys,2007,22.3,75.9
ITL3,TLL16,Gwent Valleys,2007,21.8,87.2
ITL3,TLL17,Bridgend and Neath Port Talbot,2007,24,89.9
ITL3,TLL18,Swansea,2007,23.4,84.7
ITL2,TLL2,East Wales,2007,24,92.9
ITL3,TLL21,Monmouthshire and Newport,2007,23.6,94
ITL3,TLL22,Cardiff and Vale of Glamorgan,2007,25.6,94
ITL3,TLL23,Flintshire and Wrexham,2007,24.4,90.8
ITL3,TLL24,Powys,2007,17.5,104.9
ITL1,TLM,Scotland,2007,25.8,87
ITL2,TLM5,North Eastern Scotland,2007,29.1,93.3
ITL3,TLM50,Aberdeen City and Aberdeenshire,2007,29.1,93.9
ITL2,TLM6,Highlands and Islands,2007,23.9,82
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2007,22,75.1
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2007,23.9,78.9
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2007,24.6,94.6
ITL3,TLM64,Na h-Eileanan Siar,2007,22.7,81.1
ITL3,TLM65,Orkney Islands,2007,27.5,93.1
ITL3,TLM66,Shetland Islands,2007,26.2,83.7
ITL2,TLM7,Eastern Scotland,2007,27.5,87.1
ITL3,TLM71,Angus and Dundee City,2007,23,86.6
ITL3,TLM72,Clackmannanshire and Fife,2007,25.2,84.1
ITL3,TLM73,East Lothian and Midlothian,2007,22.3,81.3
ITL3,TLM75,City of Edinburgh,2007,30.9,87.8
ITL3,TLM76,Falkirk,2007,29.4,93.6
ITL3,TLM77,"Perth and Kinross, and Stirling",2007,27.5,96
ITL3,TLM78,West Lothian,2007,25.9,84.1
ITL2,TLM8,West Central Scotland,2007,24,84.2
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2007,23.9,81.6
ITL3,TLM82,Glasgow City,2007,23.8,92.1
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2007,23.6,75.4
ITL3,TLM84,North Lanarkshire,2007,25.1,74.4
ITL2,TLM9,Southern Scotland,2007,24.4,93.1
ITL3,TLM91,Scottish Borders,2007,22,86.3
ITL3,TLM92,Dumfries and Galloway,2007,24.9,88.2
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2007,24.9,104.6
ITL3,TLM94,South Ayrshire,2007,24.3,91.2
