itl,year,parent,GVA/H current,GVA/H volume,jobs,hours,GVA/worker current,growth,LN average growth,LN total growth,Perc total growth,ITL1 GVA/H,ITL1 average,ITL1 LN total growth,ITL1 Perc total growth,UKX GVA/H,UKX average,UKX LN total growth,UKX Perc total growth,UKX GVA/worker,ITL1 tax,UK tax
TLD62,2010,TLD,34.1,100.2,186364.0,5679257.0,51546.1,0.02629069523171701,-0.004593466596478635,-0.02756079957887181,-0.02718446601941793,27.4,0.008234289701941103,0.04940573821164662,0.0506465517241379,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Losing ground
TLD63,2010,TLD,33.4,108.9,163534.0,4903884.0,48775.5,0.0036798569584002294,0.024877528987789315,0.14926517392673588,0.16098081023454158,27.4,0.008234289701941103,0.04940573821164662,0.0506465517241379,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Steaming ahead
TLD71,2010,TLD,29.2,106.0,181987.0,5472657.0,45297.5,0.018087118491143528,0.01376026678216998,0.08256160069301988,0.0860655737704914,27.4,0.008234289701941103,0.04940573821164662,0.0506465517241379,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Catching up
TLD72,2010,TLD,29.5,114.9,247698.0,7203206.0,43851.3,0.03273180303822798,0.0056052480348542195,0.033631488209125315,0.03420342034203383,27.4,0.008234289701941103,0.04940573821164662,0.0506465517241379,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Falling behind
TLD73,2010,TLD,24.5,104.6,98923.0,2718681.0,34029.3,-0.05033681416159386,0.026730702859009803,0.16038421715405882,0.17396184062850728,27.4,0.008234289701941103,0.04940573821164662,0.0506465517241379,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLD74,2010,TLD,26.0,100.3,107384.0,3120262.0,38238.8,-0.012877840176491517,-0.009054926273245112,-0.05432955763947067,-0.05288007554296481,27.4,0.008234289701941103,0.04940573821164662,0.0506465517241379,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLE11,2010,TLE,27.0,108.1,122262.0,3649229.0,42333.7,-0.03722626844343413,0.03146968322739211,0.18881809936435268,0.207821229050279,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Catching up
TLE12,2010,TLE,26.6,94.8,125636.0,3835926.0,42599.7,-0.03523680609944346,-0.02689298637203456,-0.16135791823220735,-0.14901256732495494,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Falling behind
TLE13,2010,TLE,26.3,94.7,150259.0,4453851.0,41528.0,-0.03527336637928524,-0.0022723652126339644,-0.013634191275803786,-0.013541666666666785,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Falling behind
TLE21,2010,TLE,30.4,98.1,110827.0,3293677.0,46963.8,-0.03800457365736154,-0.0211899934869777,-0.1271399609218662,-0.11938958707360858,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Losing ground
TLE22,2010,TLE,24.8,89.2,302417.0,8991177.0,37621.3,0.006749181974928575,-0.029230707626989687,-0.17538424576193812,-0.1608654750705547,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLE31,2010,TLE,22.4,93.5,307013.0,9063063.0,33924.8,0.017260406932999572,0.0014321606204720598,0.008592963722832359,0.0086299892125139,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLE32,2010,TLE,27.2,98.9,271171.0,7477522.0,39599.0,0.03498299114198211,0.009714855129228095,0.05828913077536857,0.06002143622722422,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Falling behind
TLE41,2010,TLE,23.8,99.1,211613.0,6206625.0,36382.0,0.0754284119743005,0.007042091622566933,0.0422525497354016,0.043157894736842284,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Falling behind
TLE42,2010,TLE,30.9,100.8,447353.0,13154454.0,47333.4,0.013986241974739855,0.014141535664189112,0.08484921398513467,0.08855291576673885,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Steaming ahead
TLE44,2010,TLE,21.7,86.9,255634.0,7979367.0,33780.9,-0.03393990920622869,0.005656872238005484,0.0339412334280329,0.03452380952380962,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Falling behind
TLE45,2010,TLE,24.2,92.7,147544.0,4505393.0,38971.6,-0.009661910911737515,-0.019010070922228728,-0.11406042553337237,-0.10779595765158823,25.9,0.001576469977553933,0.009458819865323598,0.009503695881732277,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLF11,2010,TLF,32.5,129.2,127672.0,3528802.0,47272.4,0.007770046861931945,0.008739094641065037,0.05243456784639022,0.053833605220228176,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Losing ground
TLF12,2010,TLF,24.5,88.6,107664.0,3330224.0,38235.1,-0.07499438987564933,0.0001882175995252903,0.0011293055971517418,0.001129943502825137,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLF13,2010,TLF,24.1,94.2,207138.0,5844370.0,35458.4,0.03456067506546745,0.0077870400174570404,0.04672224010474224,0.047830923248052715,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Falling behind
TLF14,2010,TLF,25.2,88.9,193980.0,6317636.0,38413.0,-0.048307965333439284,-0.003524523847898179,-0.021147143087389075,-0.02092511013215892,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLF15,2010,TLF,24.1,103.0,189417.0,5690042.0,36503.6,0.06415024701116323,-0.008208729697124273,-0.04925237818274564,-0.04805914972273595,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLF16,2010,TLF,27.5,86.5,122565.0,3472218.0,38984.3,0.07562089906536507,-0.00019256693842587916,-0.001155401630555275,-0.0011547344110849345,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Falling behind
TLF21,2010,TLF,24.4,90.6,165722.0,4966511.0,36375.0,0.06262717746960522,0.020321783029410827,0.12193069817646496,0.1296758104738156,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLF22,2010,TLF,28.1,103.6,326205.0,9401203.0,42860.7,0.06995858860690962,0.002104609477966868,0.012627656867801207,0.012707722385141063,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Falling behind
TLF24,2010,TLF,25.1,89.6,210542.0,6977793.0,40729.2,-0.04260611631375699,-0.007279177250443691,-0.04367506350266215,-0.04273504273504325,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLF25,2010,TLF,23.7,111.4,135707.0,4253741.0,38302.7,-0.018675509428273784,0.006872251577030752,0.041233509462184514,0.042095416276894726,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Falling behind
TLF30,2010,TLF,23.5,89.7,315722.0,9496962.0,36464.1,0.0,-0.012696037536296926,-0.07617622521778156,-0.07334710743801709,25.5,0.0012171850308293486,0.0073031101849760915,0.007329842931937058,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLG11,2010,TLG,20.1,88.7,92987.0,2772870.0,30909.2,0.028589711645886418,-0.019149625808168775,-0.11489775484901266,-0.10854271356783862,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLG12,2010,TLG,25.4,93.5,261397.0,7789149.0,38343.9,0.006437790474848271,0.005067346528925043,0.030404079173550258,0.030871003307607392,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Falling behind
TLG13,2010,TLG,27.3,87.1,286846.0,8557673.0,41854.6,0.06645386361164007,-0.003970692621251122,-0.023824155727506735,-0.02354260089686111,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Falling behind
TLG21,2010,TLG,25.5,93.6,87170.0,2486305.0,37210.0,-0.024275598405846033,-0.00035574542143868015,-0.002134472528632081,-0.002132196162046407,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLG22,2010,TLG,23.7,101.2,135771.0,4003608.0,35795.5,0.0403280453869721,-0.007408627095138935,-0.04445176257083361,-0.043478260869564966,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLG23,2010,TLG,23.8,85.2,110973.0,3507293.0,36847.0,0.033415996919844204,0.012170855835815045,0.07302513501489027,0.07575757575757613,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLG24,2010,TLG,25.3,100.3,367657.0,10621661.0,38227.4,0.056396285706913574,0.0015022635508935938,0.009013581305361562,0.009054325955734521,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLG31,2010,TLG,26.8,99.9,515113.0,14699650.0,40120.0,0.006024114603381037,0.017949819431626324,0.10769891658975794,0.11371237458194039,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Catching up
TLG32,2010,TLG,35.4,102.4,101719.0,3038148.0,53403.3,0.029734598942878776,0.013028785402229145,0.07817271241337487,0.08130939809926074,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Steaming ahead
TLG33,2010,TLG,30.7,102.5,150267.0,4574020.0,46657.0,0.0387915369698737,0.005622226207086782,0.03373335724252069,0.03430877901110008,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Losing ground
TLG36,2010,TLG,22.1,96.1,130614.0,3788170.0,32480.6,0.0745082763902829,-0.005794721364716704,-0.034768328188300224,-0.03417085427135669,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLG37,2010,TLG,23.4,95.7,134381.0,3772165.0,35486.3,0.08729639908077136,-0.025318171505712545,-0.15190902903427528,-0.14093357271095175,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLG38,2010,TLG,22.1,97.6,109528.0,3133430.0,32035.3,0.011334485074106837,0.011303766056460182,0.06782259633876109,0.07017543859649122,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLG39,2010,TLG,20.7,83.2,114011.0,3930791.0,35979.8,-0.009569451016150587,-0.03973517057416635,-0.2384110234449981,-0.21212121212121204,25.6,0.0028674542416050977,0.017204725449630587,0.01735357917570468,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLH11,2010,TLH,30.3,103.3,109777.0,3072173.0,46053.7,0.006799443388923798,0.008778316242503395,0.052669897455020376,0.05408163265306065,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Losing ground
TLH12,2010,TLH,29.1,96.7,319765.0,9877998.0,44447.4,0.03151521321487216,-0.007416120594529563,-0.044496723567177376,-0.043521266073195175,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Falling behind
TLH14,2010,TLH,27.6,90.6,338079.0,9867683.0,41474.0,0.004424785980355672,0.014000943979356103,0.08400566387613662,0.08763505402160865,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLH15,2010,TLH,24.7,83.3,185741.0,5493420.0,35381.6,-0.04000533461369926,0.019505502811792603,0.11703301687075562,0.12415654520917663,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLH16,2010,TLH,24.6,100.5,97418.0,2982754.0,36898.2,-0.0009945301665084116,-0.006345324658234712,-0.03807194794940827,-0.037356321839080775,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLH17,2010,TLH,25.7,102.1,98087.0,2936419.0,39171.3,-0.000978952598984506,-0.0006516789013072769,-0.003910073407843662,-0.0039024390243909135,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLH21,2010,TLH,28.8,92.7,93666.0,2767587.0,44551.8,0.016313575491523125,0.01781998723316865,0.1069199233990119,0.11284513805522156,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Catching up
TLH23,2010,TLH,31.1,99.5,582718.0,17635269.0,50735.1,0.001005530502018459,-0.0011684240810361974,-0.007010544486217185,-0.006986027944111628,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Losing ground
TLH24,2010,TLH,27.0,97.8,77014.0,2174020.0,40819.1,-0.04204823624349885,0.014594876176647897,0.08756925705988738,0.09151785714285765,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLH25,2010,TLH,26.7,108.7,104695.0,2743360.0,40242.6,0.11388081562378094,0.013238264478255749,0.0794295868695345,0.08266932270916283,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLH31,2010,TLH,23.1,111.5,74621.0,2031508.0,33011.7,0.04494107916842971,0.010806253249217987,0.06483751949530792,0.06698564593301448,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Falling behind
TLH32,2010,TLH,29.8,95.1,63130.0,1984025.0,48952.6,0.07192641753746098,-0.0012222859042450018,-0.007333715425470011,-0.007306889352818091,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Losing ground
TLH34,2010,TLH,25.6,92.6,189477.0,5118087.0,35972.8,0.054367242273996474,0.019248474718583115,0.1154908483114987,0.12242424242424277,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLH35,2010,TLH,31.7,122.0,137430.0,3677126.0,48051.4,0.11819295572771082,0.012036367968633202,0.07221820781179922,0.07488986784140983,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Steaming ahead
TLH36,2010,TLH,28.7,86.6,148606.0,4604505.0,44623.7,-0.0011540682181072626,0.004684149053351276,0.028104894320107654,0.028503562945367378,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Falling behind
TLH37,2010,TLH,28.5,101.1,134962.0,3925359.0,43926.7,0.03933941456003254,0.007243855290649008,0.043463131743894046,0.04442148760330533,28.4,0.007573058294025288,0.04543834976415173,0.046486486486486456,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Falling behind
TLI31,2010,TLI,55.1,112.0,644387.0,23973310.0,101207.0,-0.005342844410495928,0.015587676335137246,0.09352605801082348,0.0980392156862746,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Steaming ahead
TLI32,2010,TLI,42.3,89.1,629146.0,21880716.0,73056.2,0.015837435098626784,0.00824396527981778,0.04946379167890669,0.05070754716981174,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Losing ground
TLI33,2010,TLI,29.6,81.0,261202.0,8597386.0,48887.4,0.050643732818755005,0.006290054663807905,0.03774032798284743,0.03846153846153899,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLI34,2010,TLI,27.3,99.9,126958.0,3681781.0,41960.3,0.08455738802806323,0.02076045377362708,0.12456272264176249,0.13265306122449005,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLI41,2010,TLI,30.1,96.7,170428.0,5557067.0,50194.7,0.07737477717843877,0.0136423446637474,0.0818540679824844,0.08529741863075135,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Steaming ahead
TLI42,2010,TLI,64.5,128.4,216662.0,7775414.0,115490.1,-0.029921679865049455,-0.004229369582229155,-0.02537621749337493,-0.025056947608200764,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Losing ground
TLI43,2010,TLI,38.9,92.5,279042.0,8156775.0,58469.3,0.11078058312716621,0.027564119527002884,0.1653847171620173,0.17984693877551017,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Steaming ahead
TLI44,2010,TLI,32.2,104.1,316972.0,9258556.0,50430.8,0.13449246910407364,0.017898423221046993,0.10739053932628195,0.1133689839572194,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Steaming ahead
TLI45,2010,TLI,39.3,105.3,137745.0,4597640.0,62550.4,0.0935074372505369,0.0380634019419821,0.2283804116518926,0.2565632458233893,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Steaming ahead
TLI51,2010,TLI,39.4,109.4,151981.0,4251502.0,57304.1,0.06417295725121175,0.002610217637589655,0.01566130582553793,0.01578458681522754,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Losing ground
TLI52,2010,TLI,35.6,107.3,137904.0,3828442.0,54519.3,0.06348284991213582,0.02046749067012839,0.12280494402077036,0.1306638566912537,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Steaming ahead
TLI53,2010,TLI,32.6,115.4,148430.0,3928563.0,48958.2,0.11659223713948652,0.017817039806419615,0.10690223883851768,0.11282545805207334,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Steaming ahead
TLI54,2010,TLI,33.6,100.2,108926.0,3254616.0,53684.5,0.05856835415106687,-0.011410076830981422,-0.06846046098588854,-0.06616961789375597,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Losing ground
TLI61,2010,TLI,37.1,109.1,128094.0,3452273.0,52835.6,-0.06390816668559385,0.004804299787826298,0.028825798726957785,0.02924528301886764,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Losing ground
TLI62,2010,TLI,35.3,83.3,143260.0,3971613.0,53436.1,0.03667892822008145,0.026863019272452604,0.16117811563471562,0.1748942172073349,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Steaming ahead
TLI63,2010,TLI,33.7,104.7,244332.0,7127319.0,51331.1,-0.06650649744138892,-0.003621619430902445,-0.02172971658541467,-0.02149532710280344,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Losing ground
TLI71,2010,TLI,29.6,96.2,138002.0,4103104.0,46456.2,0.0588720005505694,-0.02158253193081583,-0.12949519158489498,-0.12146118721461208,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLI72,2010,TLI,32.4,98.3,107039.0,3655813.0,55537.8,-0.011128086509407886,0.00394597261421407,0.02367583568528442,0.02395833333333308,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Losing ground
TLI73,2010,TLI,31.8,98.8,129030.0,3844279.0,53191.9,0.09997692257435364,0.007946237195250857,0.04767742317150514,0.0488322717622085,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Losing ground
TLI74,2010,TLI,34.3,94.1,278264.0,8072815.0,54874.3,0.06475108357858872,0.005949793497347737,0.03569876098408642,0.03634361233480177,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Losing ground
TLI75,2010,TLI,46.0,97.4,223869.0,6807220.0,72576.5,-0.004098366392282671,0.02055279986913409,0.12331679921480454,0.1312427409988388,40.5,0.015633710492774622,0.09380226295664773,0.09834254143646382,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Steaming ahead
TLJ11,2010,TLJ,40.8,81.3,504982.0,15610327.0,64667.7,0.029964788701936307,0.030263970267902618,0.1815838216074157,0.19911504424778848,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Steaming ahead
TLJ12,2010,TLJ,34.4,93.1,150762.0,4915323.0,56691.7,-0.013866888868434124,-0.007696365620130023,-0.046178193720780136,-0.045128205128205146,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Losing ground
TLJ13,2010,TLJ,33.3,111.8,248041.0,6820957.0,49474.8,0.12361395596717628,0.02961352953957534,0.17768117723745203,0.19444444444444398,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Steaming ahead,Steaming ahead
TLJ14,2010,TLJ,30.7,107.7,372711.0,10279160.0,44217.1,0.07317989784116818,0.012863984532425063,0.07718390719455037,0.08024072216649958,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Steaming ahead
TLJ21,2010,TLJ,27.8,86.0,137938.0,4037262.0,40968.9,0.01996543124569783,0.02392469514466559,0.14354817086799354,0.15436241610738222,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLJ22,2010,TLJ,22.1,99.8,210347.0,6127532.0,32904.6,-0.00798407434822046,-0.005906129792818386,-0.035436778756910314,-0.03481624758220492,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLJ25,2010,TLJ,35.6,93.5,402029.0,12121321.0,54493.6,0.04820210181787754,0.002152882464305783,0.012917294785834699,0.013001083423618498,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Losing ground
TLJ26,2010,TLJ,42.5,120.5,190317.0,6037398.0,67441.5,0.015050451315087088,0.008512488322735804,0.051074929936414826,0.052401746724890286,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Losing ground,Losing ground
TLJ27,2010,TLJ,27.5,94.5,179006.0,5335952.0,41304.0,0.016000341346440905,-0.0007039785193641753,-0.004223871116185052,-0.004214963119072657,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Falling behind
TLJ28,2010,TLJ,29.5,96.2,199913.0,6323657.0,45324.0,-0.04571644205285619,0.01809995993037979,0.10859975958227874,0.11471610660486697,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Catching up,Catching up
TLJ31,2010,TLJ,28.4,83.9,118193.0,3383277.0,39588.0,-0.022393393020755603,0.011513001746067175,0.06907801047640305,0.0715197956577267,32.5,0.01688277489955044,0.10129664939730265,0.106604866743917,29.8,0.011199589811379548,0.06719753886827728,0.06950672645739919,45521.2,Falling behind,Catching up
