level,itl,name,year,Population
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2004,220180.0
ITL3,TLM84,North Lanarkshire,2004,218277.0
ITL3,TLM91,Scottish Borders,2004,67332.0
ITL3,TLM92,Dumfries and Galloway,2004,86182.0
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2004,153487.0
ITL3,TLM94,South Ayrshire,2004,65767.0
ITL3,TLM95,South Lanarkshire,2004,201790.0
ITL3,TLN06,Belfast,2004,227872.0
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2004,135546.0
ITL3,TLN08,"Newry, Mourne and Down",2004,111550.0
ITL3,TLN09,Ards and North Down,2004,97692.0
ITL3,TLN0A,Derry City and Strabane,2004,94602.0
ITL3,TLN0B,Mid Ulster,2004,93219.0
ITL3,TLN0C,Causeway Coast and Glens,2004,86512.0
ITL3,TLN0D,Antrim and Newtownabbey,2004,91320.0
ITL3,TLN0E,Lisburn and Castlereagh,2004,92691.0
ITL3,TLN0F,Mid and East Antrim,2004,85655.0
ITL3,TLN0G,Fermanagh and Omagh,2004,70503.0
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2005,178531.0
ITL3,TLC12,South Teesside,2005,169351.0
ITL3,TLC13,Darlington,2005,65149.0
ITL3,TLC14,Durham CC,2005,330290.0
ITL3,TLC21,Northumberland,2005,190384.0
ITL3,TLC22,Tyneside,2005,558445.0
ITL3,TLC23,Sunderland,2005,173572.0
ITL3,TLD11,West Cumbria,2005,138777.0
ITL3,TLD12,East Cumbria,2005,155696.0
ITL3,TLD33,Manchester,2005,391653.0
ITL3,TLD34,Greater Manchester South West,2005,318331.0
ITL3,TLD35,Greater Manchester South East,2005,319038.0
ITL3,TLD36,Greater Manchester North West,2005,381447.0
ITL3,TLD37,Greater Manchester North East,2005,401074.0
ITL3,TLD41,Blackburn with Darwen,2005,93526.0
ITL3,TLD42,Blackpool,2005,83865.0
ITL3,TLD44,Lancaster and Wyre,2005,157477.0
ITL3,TLD45,Mid Lancashire,2005,243166.0
ITL3,TLD46,East Lancashire,2005,202086.0
ITL3,TLD47,Chorley and West Lancashire,2005,142388.0
ITL3,TLD61,Warrington,2005,129913.0
ITL3,TLD62,Cheshire East,2005,227980.0
ITL3,TLD63,Cheshire West and Chester,2005,206998.0
ITL3,TLD71,East Merseyside,2005,285231.0
ITL3,TLD72,Liverpool,2005,339133.0
ITL3,TLD73,Sefton,2005,162187.0
ITL3,TLD74,Wirral,2005,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2005,167455.0
ITL3,TLE12,East Riding of Yorkshire,2005,196469.0
ITL3,TLE13,North and North East Lincolnshire,2005,198716.0
ITL3,TLE21,York,2005,139430.0
ITL3,TLE22,North Yorkshire CC,2005,362222.0
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2005,506119.0
ITL3,TLE32,Sheffield,2005,388384.0
ITL3,TLE41,Bradford,2005,332559.0
ITL3,TLE42,Leeds,2005,520582.0
ITL3,TLE44,Calderdale and Kirklees,2005,403081.0
ITL3,TLE45,Wakefield,2005,217097.0
ITL3,TLF11,Derby,2005,160852.0
ITL3,TLF12,East Derbyshire,2005,175254.0
ITL3,TLF13,South and West Derbyshire,2005,317180.0
ITL3,TLF14,Nottingham,2005,235356.0
ITL3,TLF15,North Nottinghamshire,2005,290511.0
ITL3,TLF16,South Nottinghamshire,2005,216854.0
ITL3,TLF21,Leicester,2005,234562.0
ITL3,TLF22,Leicestershire CC and Rutland,2005,462456.0
ITL3,TLF24,West Northamptonshire,2005,250500.0
ITL3,TLF25,North Northamptonshire,2005,212908.0
ITL3,TLF30,Lincolnshire CC,2005,452175.0
ITL3,TLG11,"Herefordshire, County of",2005,113009.0
ITL3,TLG12,Worcestershire CC,2005,354064.0
ITL3,TLG13,Warwickshire CC,2005,355847.0
ITL3,TLG21,Telford and Wrekin,2005,112030.0
ITL3,TLG22,Shropshire CC,2005,191066.0
ITL3,TLG23,Stoke-on-Trent,2005,159523.0
ITL3,TLG24,Staffordshire CC,2005,536544.0
ITL3,TLG31,Birmingham,2005,733995.0
ITL3,TLG32,Solihull,2005,129091.0
ITL3,TLG33,Coventry,2005,255941.0
ITL3,TLG36,Dudley,2005,194465.0
ITL3,TLG37,Sandwell,2005,204882.0
ITL3,TLG38,Walsall,2005,174344.0
ITL3,TLG39,Wolverhampton,2005,163541.0
ITL3,TLH11,Peterborough,2005,124182.0
ITL3,TLH12,Cambridgeshire CC,2005,406640.0
ITL3,TLH14,Suffolk CC,2005,443505.0
ITL3,TLH15,Norwich and East Norfolk,2005,230309.0
ITL3,TLH16,North and West Norfolk,2005,140338.0
ITL3,TLH17,Breckland and South Norfolk,2005,163817.0
ITL3,TLH21,Luton,2005,133825.0
ITL3,TLH23,Hertfordshire CC,2005,743114.0
ITL3,TLH24,Bedford,2005,106353.0
ITL3,TLH25,Central Bedfordshire,2005,182665.0
ITL3,TLH31,Southend-on-Sea,2005,111234.0
ITL3,TLH32,Thurrock,2005,110202.0
ITL3,TLH34,Essex Haven Gateway,2005,297626.0
ITL3,TLH35,West Essex,2005,190995.0
ITL3,TLH36,Heart of Essex,2005,195673.0
ITL3,TLH37,Essex Thames Gateway,2005,219463.0
ITL3,TLI31,Camden and City of London,2005,204903.0
ITL3,TLI32,Westminster,2005,190345.0
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2005,233908.0
ITL3,TLI34,Wandsworth,2005,237863.0
ITL3,TLI41,Hackney and Newham,2005,449525.0
ITL3,TLI42,Tower Hamlets,2005,243208.0
ITL3,TLI43,Haringey and Islington,2005,371359.0
ITL3,TLI44,Lewisham and Southwark,2005,445665.0
ITL3,TLI45,Lambeth,2005,238041.0
ITL3,TLI51,Bexley and Greenwich,2005,351506.0
ITL3,TLI52,Barking & Dagenham and Havering,2005,296674.0
ITL3,TLI53,Redbridge and Waltham Forest,2005,383197.0
ITL3,TLI54,Enfield,2005,212830.0
ITL3,TLI61,Bromley,2005,206779.0
ITL3,TLI62,Croydon,2005,248678.0
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2005,385449.0
ITL3,TLI71,Barnet,2005,255524.0
ITL3,TLI72,Brent,2005,215316.0
ITL3,TLI73,Ealing,2005,220221.0
ITL3,TLI74,Harrow and Hillingdon,2005,357241.0
ITL3,TLI75,Hounslow and Richmond upon Thames,2005,302596.0
ITL3,TLJ11,Berkshire,2005,574783.0
ITL3,TLJ12,Milton Keynes,2005,168427.0
ITL3,TLJ13,Buckinghamshire CC,2005,329564.0
ITL3,TLJ14,Oxfordshire CC,2005,434142.0
ITL3,TLJ21,Brighton and Hove,2005,207971.0
ITL3,TLJ22,East Sussex CC,2005,318101.0
ITL3,TLJ25,West Surrey,2005,488781.0
ITL3,TLJ26,East Surrey,2005,244263.0
ITL3,TLJ27,West Sussex (South West),2005,259033.0
ITL3,TLJ28,West Sussex (North East),2005,248752.0
ITL3,TLJ31,Portsmouth,2005,144768.0
ITL3,TLJ32,Southampton,2005,171856.0
ITL3,TLJ34,Isle of Wight,2005,79567.0
ITL3,TLJ35,South Hampshire,2005,277549.0
ITL3,TLJ36,Central Hampshire,2005,321490.0
ITL3,TLJ37,North Hampshire,2005,230625.0
ITL3,TLJ41,Medway,2005,175092.0
ITL3,TLJ43,Kent Thames Gateway,2005,228409.0
ITL3,TLJ44,East Kent,2005,321907.0
ITL3,TLJ45,Mid Kent,2005,183361.0
ITL3,TLJ46,West Kent,2005,222405.0
ITL3,TLK11,"Bristol, City of",2005,319878.0
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2005,430508.0
ITL3,TLK13,Gloucestershire CC,2005,386043.0
ITL3,TLK14,Swindon,2005,140185.0
ITL3,TLK15,Wiltshire,2005,299124.0
ITL3,TLK23,Somerset CC,2005,323001.0
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2005,247922.0
ITL3,TLK25,Dorset,2005,210601.0
ITL3,TLK30,Cornwall and Isles of Scilly,2005,332588.0
ITL3,TLK41,Plymouth,2005,165854.0
ITL3,TLK42,Torbay,2005,76327.0
ITL3,TLK43,Devon CC,2005,470900.0
ITL3,TLL11,Isle of Anglesey,2005,39880.0
ITL3,TLL12,Gwynedd,2005,75857.0
ITL3,TLL13,Conwy and Denbighshire,2005,122139.0
ITL3,TLL14,South West Wales,2005,226896.0
ITL3,TLL15,Central Valleys,2005,187684.0
ITL3,TLL16,Gwent Valleys,2005,213971.0
ITL3,TLL17,Bridgend and Neath Port Talbot,2005,180197.0
ITL3,TLL18,Swansea,2005,156034.0
ITL3,TLL21,Monmouthshire and Newport,2005,153372.0
ITL3,TLL22,Cardiff and Vale of Glamorgan,2005,329940.0
ITL3,TLL23,Flintshire and Wrexham,2005,177136.0
ITL3,TLL24,Powys,2005,75160.0
ITL3,TLM50,Aberdeen City and Aberdeenshire,2005,316660.0
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2005,55075.0
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2005,126521.0
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2005,57619.0
ITL3,TLM64,Na h-Eileanan Siar,2005,15392.0
ITL3,TLM65,Orkney Islands,2005,13386.0
ITL3,TLM66,Shetland Islands,2005,13905.0
ITL3,TLM71,Angus and Dundee City,2005,167693.0
ITL3,TLM72,Clackmannanshire and Fife,2005,263626.0
ITL3,TLM73,East Lothian and Midlothian,2005,123498.0
ITL3,TLM75,City of Edinburgh,2005,368491.0
ITL3,TLM76,Falkirk,2005,102019.0
ITL3,TLM77,"Perth and Kinross, and Stirling",2005,151760.0
ITL3,TLM78,West Lothian,2005,117675.0
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2005,136489.0
ITL3,TLM82,Glasgow City,2005,450313.0
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2005,220180.0
ITL3,TLM84,North Lanarkshire,2005,218277.0
ITL3,TLM91,Scottish Borders,2005,67332.0
ITL3,TLM92,Dumfries and Galloway,2005,86182.0
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2005,153487.0
ITL3,TLM94,South Ayrshire,2005,65767.0
ITL3,TLM95,South Lanarkshire,2005,201790.0
ITL3,TLN06,Belfast,2005,227872.0
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2005,135546.0
ITL3,TLN08,"Newry, Mourne and Down",2005,111550.0
ITL3,TLN09,Ards and North Down,2005,97692.0
ITL3,TLN0A,Derry City and Strabane,2005,94602.0
ITL3,TLN0B,Mid Ulster,2005,93219.0
ITL3,TLN0C,Causeway Coast and Glens,2005,86512.0
ITL3,TLN0D,Antrim and Newtownabbey,2005,91320.0
ITL3,TLN0E,Lisburn and Castlereagh,2005,92691.0
ITL3,TLN0F,Mid and East Antrim,2005,85655.0
ITL3,TLN0G,Fermanagh and Omagh,2005,70503.0
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2006,178531.0
ITL3,TLC12,South Teesside,2006,169351.0
ITL3,TLC13,Darlington,2006,65149.0
ITL3,TLC14,Durham CC,2006,330290.0
ITL3,TLC21,Northumberland,2006,190384.0
ITL3,TLC22,Tyneside,2006,558445.0
ITL3,TLC23,Sunderland,2006,173572.0
ITL3,TLD11,West Cumbria,2006,138777.0
ITL3,TLD12,East Cumbria,2006,155696.0
ITL3,TLD33,Manchester,2006,391653.0
ITL3,TLD34,Greater Manchester South West,2006,318331.0
ITL3,TLD35,Greater Manchester South East,2006,319038.0
ITL3,TLD36,Greater Manchester North West,2006,381447.0
ITL3,TLD37,Greater Manchester North East,2006,401074.0
ITL3,TLD41,Blackburn with Darwen,2006,93526.0
ITL3,TLD42,Blackpool,2006,83865.0
ITL3,TLD44,Lancaster and Wyre,2006,157477.0
ITL3,TLD45,Mid Lancashire,2006,243166.0
ITL3,TLD46,East Lancashire,2006,202086.0
ITL3,TLD47,Chorley and West Lancashire,2006,142388.0
ITL3,TLD61,Warrington,2006,129913.0
ITL3,TLD62,Cheshire East,2006,227980.0
ITL3,TLD63,Cheshire West and Chester,2006,206998.0
ITL3,TLD71,East Merseyside,2006,285231.0
ITL3,TLD72,Liverpool,2006,339133.0
ITL3,TLD73,Sefton,2006,162187.0
ITL3,TLD74,Wirral,2006,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2006,167455.0
ITL3,TLE12,East Riding of Yorkshire,2006,196469.0
ITL3,TLE13,North and North East Lincolnshire,2006,198716.0
ITL3,TLE21,York,2006,139430.0
ITL3,TLE22,North Yorkshire CC,2006,362222.0
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2006,506119.0
ITL3,TLE32,Sheffield,2006,388384.0
ITL3,TLE41,Bradford,2006,332559.0
ITL3,TLE42,Leeds,2006,520582.0
ITL3,TLE44,Calderdale and Kirklees,2006,403081.0
ITL3,TLE45,Wakefield,2006,217097.0
ITL3,TLF11,Derby,2006,160852.0
ITL3,TLF12,East Derbyshire,2006,175254.0
ITL3,TLF13,South and West Derbyshire,2006,317180.0
ITL3,TLF14,Nottingham,2006,235356.0
ITL3,TLF15,North Nottinghamshire,2006,290511.0
ITL3,TLF16,South Nottinghamshire,2006,216854.0
ITL3,TLF21,Leicester,2006,234562.0
ITL3,TLF22,Leicestershire CC and Rutland,2006,462456.0
ITL3,TLF24,West Northamptonshire,2006,250500.0
ITL3,TLF25,North Northamptonshire,2006,212908.0
ITL3,TLF30,Lincolnshire CC,2006,452175.0
ITL3,TLG11,"Herefordshire, County of",2006,113009.0
ITL3,TLG12,Worcestershire CC,2006,354064.0
ITL3,TLG13,Warwickshire CC,2006,355847.0
ITL3,TLG21,Telford and Wrekin,2006,112030.0
ITL3,TLG22,Shropshire CC,2006,191066.0
ITL3,TLG23,Stoke-on-Trent,2006,159523.0
ITL3,TLG24,Staffordshire CC,2006,536544.0
ITL3,TLG31,Birmingham,2006,733995.0
ITL3,TLG32,Solihull,2006,129091.0
ITL3,TLG33,Coventry,2006,255941.0
ITL3,TLG36,Dudley,2006,194465.0
ITL3,TLG37,Sandwell,2006,204882.0
ITL3,TLG38,Walsall,2006,174344.0
ITL3,TLG39,Wolverhampton,2006,163541.0
ITL3,TLH11,Peterborough,2006,124182.0
ITL3,TLH12,Cambridgeshire CC,2006,406640.0
ITL3,TLH14,Suffolk CC,2006,443505.0
ITL3,TLH15,Norwich and East Norfolk,2006,230309.0
ITL3,TLH16,North and West Norfolk,2006,140338.0
ITL3,TLH17,Breckland and South Norfolk,2006,163817.0
ITL3,TLH21,Luton,2006,133825.0
ITL3,TLH23,Hertfordshire CC,2006,743114.0
ITL3,TLH24,Bedford,2006,106353.0
ITL3,TLH25,Central Bedfordshire,2006,182665.0
ITL3,TLH31,Southend-on-Sea,2006,111234.0
ITL3,TLH32,Thurrock,2006,110202.0
ITL3,TLH34,Essex Haven Gateway,2006,297626.0
ITL3,TLH35,West Essex,2006,190995.0
ITL3,TLH36,Heart of Essex,2006,195673.0
ITL3,TLH37,Essex Thames Gateway,2006,219463.0
ITL3,TLI31,Camden and City of London,2006,204903.0
ITL3,TLI32,Westminster,2006,190345.0
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2006,233908.0
ITL3,TLI34,Wandsworth,2006,237863.0
ITL3,TLI41,Hackney and Newham,2006,449525.0
ITL3,TLI42,Tower Hamlets,2006,243208.0
ITL3,TLI43,Haringey and Islington,2006,371359.0
ITL3,TLI44,Lewisham and Southwark,2006,445665.0
ITL3,TLI45,Lambeth,2006,238041.0
ITL3,TLI51,Bexley and Greenwich,2006,351506.0
ITL3,TLI52,Barking & Dagenham and Havering,2006,296674.0
ITL3,TLI53,Redbridge and Waltham Forest,2006,383197.0
ITL3,TLI54,Enfield,2006,212830.0
ITL3,TLI61,Bromley,2006,206779.0
ITL3,TLI62,Croydon,2006,248678.0
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2006,385449.0
ITL3,TLI71,Barnet,2006,255524.0
ITL3,TLI72,Brent,2006,215316.0
ITL3,TLI73,Ealing,2006,220221.0
ITL3,TLI74,Harrow and Hillingdon,2006,357241.0
ITL3,TLI75,Hounslow and Richmond upon Thames,2006,302596.0
ITL3,TLJ11,Berkshire,2006,574783.0
ITL3,TLJ12,Milton Keynes,2006,168427.0
ITL3,TLJ13,Buckinghamshire CC,2006,329564.0
ITL3,TLJ14,Oxfordshire CC,2006,434142.0
ITL3,TLJ21,Brighton and Hove,2006,207971.0
ITL3,TLJ22,East Sussex CC,2006,318101.0
ITL3,TLJ25,West Surrey,2006,488781.0
ITL3,TLJ26,East Surrey,2006,244263.0
ITL3,TLJ27,West Sussex (South West),2006,259033.0
ITL3,TLJ28,West Sussex (North East),2006,248752.0
ITL3,TLJ31,Portsmouth,2006,144768.0
ITL3,TLJ32,Southampton,2006,171856.0
ITL3,TLJ34,Isle of Wight,2006,79567.0
ITL3,TLJ35,South Hampshire,2006,277549.0
ITL3,TLJ36,Central Hampshire,2006,321490.0
ITL3,TLJ37,North Hampshire,2006,230625.0
ITL3,TLJ41,Medway,2006,175092.0
ITL3,TLJ43,Kent Thames Gateway,2006,228409.0
ITL3,TLJ44,East Kent,2006,321907.0
ITL3,TLJ45,Mid Kent,2006,183361.0
ITL3,TLJ46,West Kent,2006,222405.0
ITL3,TLK11,"Bristol, City of",2006,319878.0
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2006,430508.0
ITL3,TLK13,Gloucestershire CC,2006,386043.0
ITL3,TLK14,Swindon,2006,140185.0
ITL3,TLK15,Wiltshire,2006,299124.0
ITL3,TLK23,Somerset CC,2006,323001.0
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2006,247922.0
ITL3,TLK25,Dorset,2006,210601.0
ITL3,TLK30,Cornwall and Isles of Scilly,2006,332588.0
ITL3,TLK41,Plymouth,2006,165854.0
ITL3,TLK42,Torbay,2006,76327.0
ITL3,TLK43,Devon CC,2006,470900.0
ITL3,TLL11,Isle of Anglesey,2006,39880.0
ITL3,TLL12,Gwynedd,2006,75857.0
ITL3,TLL13,Conwy and Denbighshire,2006,122139.0
ITL3,TLL14,South West Wales,2006,226896.0
ITL3,TLL15,Central Valleys,2006,187684.0
ITL3,TLL16,Gwent Valleys,2006,213971.0
ITL3,TLL17,Bridgend and Neath Port Talbot,2006,180197.0
ITL3,TLL18,Swansea,2006,156034.0
ITL3,TLL21,Monmouthshire and Newport,2006,153372.0
ITL3,TLL22,Cardiff and Vale of Glamorgan,2006,329940.0
ITL3,TLL23,Flintshire and Wrexham,2006,177136.0
ITL3,TLL24,Powys,2006,75160.0
ITL3,TLM50,Aberdeen City and Aberdeenshire,2006,316660.0
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2006,55075.0
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2006,126521.0
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2006,57619.0
ITL3,TLM64,Na h-Eileanan Siar,2006,15392.0
ITL3,TLM65,Orkney Islands,2006,13386.0
ITL3,TLM66,Shetland Islands,2006,13905.0
ITL3,TLM71,Angus and Dundee City,2006,167693.0
ITL3,TLM72,Clackmannanshire and Fife,2006,263626.0
ITL3,TLM73,East Lothian and Midlothian,2006,123498.0
ITL3,TLM75,City of Edinburgh,2006,368491.0
ITL3,TLM76,Falkirk,2006,102019.0
ITL3,TLM77,"Perth and Kinross, and Stirling",2006,151760.0
ITL3,TLM78,West Lothian,2006,117675.0
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2006,136489.0
ITL3,TLM82,Glasgow City,2006,450313.0
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2006,220180.0
ITL3,TLM84,North Lanarkshire,2006,218277.0
ITL3,TLM91,Scottish Borders,2006,67332.0
ITL3,TLM92,Dumfries and Galloway,2006,86182.0
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2006,153487.0
ITL3,TLM94,South Ayrshire,2006,65767.0
ITL3,TLM95,South Lanarkshire,2006,201790.0
ITL3,TLN06,Belfast,2006,227872.0
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2006,135546.0
ITL3,TLN08,"Newry, Mourne and Down",2006,111550.0
ITL3,TLN09,Ards and North Down,2006,97692.0
ITL3,TLN0A,Derry City and Strabane,2006,94602.0
ITL3,TLN0B,Mid Ulster,2006,93219.0
ITL3,TLN0C,Causeway Coast and Glens,2006,86512.0
ITL3,TLN0D,Antrim and Newtownabbey,2006,91320.0
ITL3,TLN0E,Lisburn and Castlereagh,2006,92691.0
ITL3,TLN0F,Mid and East Antrim,2006,85655.0
ITL3,TLN0G,Fermanagh and Omagh,2006,70503.0
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2007,178531.0
ITL3,TLC12,South Teesside,2007,169351.0
ITL3,TLC13,Darlington,2007,65149.0
ITL3,TLC14,Durham CC,2007,330290.0
ITL3,TLC21,Northumberland,2007,190384.0
ITL3,TLC22,Tyneside,2007,558445.0
ITL3,TLC23,Sunderland,2007,173572.0
ITL3,TLD11,West Cumbria,2007,138777.0
ITL3,TLD12,East Cumbria,2007,155696.0
ITL3,TLD33,Manchester,2007,391653.0
ITL3,TLD34,Greater Manchester South West,2007,318331.0
ITL3,TLD35,Greater Manchester South East,2007,319038.0
ITL3,TLD36,Greater Manchester North West,2007,381447.0
ITL3,TLD37,Greater Manchester North East,2007,401074.0
ITL3,TLD41,Blackburn with Darwen,2007,93526.0
ITL3,TLD42,Blackpool,2007,83865.0
ITL3,TLD44,Lancaster and Wyre,2007,157477.0
ITL3,TLD45,Mid Lancashire,2007,243166.0
ITL3,TLD46,East Lancashire,2007,202086.0
ITL3,TLD47,Chorley and West Lancashire,2007,142388.0
ITL3,TLD61,Warrington,2007,129913.0
ITL3,TLD62,Cheshire East,2007,227980.0
ITL3,TLD63,Cheshire West and Chester,2007,206998.0
ITL3,TLD71,East Merseyside,2007,285231.0
ITL3,TLD72,Liverpool,2007,339133.0
ITL3,TLD73,Sefton,2007,162187.0
ITL3,TLD74,Wirral,2007,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2007,167455.0
ITL3,TLE12,East Riding of Yorkshire,2007,196469.0
ITL3,TLE13,North and North East Lincolnshire,2007,198716.0
ITL3,TLE21,York,2007,139430.0
ITL3,TLE22,North Yorkshire CC,2007,362222.0
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2007,506119.0
ITL3,TLE32,Sheffield,2007,388384.0
ITL3,TLE41,Bradford,2007,332559.0
ITL3,TLE42,Leeds,2007,520582.0
ITL3,TLE44,Calderdale and Kirklees,2007,403081.0
ITL3,TLE45,Wakefield,2007,217097.0
ITL3,TLF11,Derby,2007,160852.0
ITL3,TLF12,East Derbyshire,2007,175254.0
ITL3,TLF13,South and West Derbyshire,2007,317180.0
ITL3,TLF14,Nottingham,2007,235356.0
ITL3,TLF15,North Nottinghamshire,2007,290511.0
ITL3,TLF16,South Nottinghamshire,2007,216854.0
ITL3,TLF21,Leicester,2007,234562.0
ITL3,TLF22,Leicestershire CC and Rutland,2007,462456.0
ITL3,TLF24,West Northamptonshire,2007,250500.0
ITL3,TLF25,North Northamptonshire,2007,212908.0
ITL3,TLF30,Lincolnshire CC,2007,452175.0
ITL3,TLG11,"Herefordshire, County of",2007,113009.0
ITL3,TLG12,Worcestershire CC,2007,354064.0
ITL3,TLG13,Warwickshire CC,2007,355847.0
ITL3,TLG21,Telford and Wrekin,2007,112030.0
ITL3,TLG22,Shropshire CC,2007,191066.0
ITL3,TLG23,Stoke-on-Trent,2007,159523.0
ITL3,TLG24,Staffordshire CC,2007,536544.0
ITL3,TLG31,Birmingham,2007,733995.0
ITL3,TLG32,Solihull,2007,129091.0
ITL3,TLG33,Coventry,2007,255941.0
ITL3,TLG36,Dudley,2007,194465.0
ITL3,TLG37,Sandwell,2007,204882.0
ITL3,TLG38,Walsall,2007,174344.0
ITL3,TLG39,Wolverhampton,2007,163541.0
ITL3,TLH11,Peterborough,2007,124182.0
ITL3,TLH12,Cambridgeshire CC,2007,406640.0
ITL3,TLH14,Suffolk CC,2007,443505.0
ITL3,TLH15,Norwich and East Norfolk,2007,230309.0
ITL3,TLH16,North and West Norfolk,2007,140338.0
ITL3,TLH17,Breckland and South Norfolk,2007,163817.0
ITL3,TLH21,Luton,2007,133825.0
ITL3,TLH23,Hertfordshire CC,2007,743114.0
ITL3,TLH24,Bedford,2007,106353.0
ITL3,TLH25,Central Bedfordshire,2007,182665.0
ITL3,TLH31,Southend-on-Sea,2007,111234.0
ITL3,TLH32,Thurrock,2007,110202.0
ITL3,TLH34,Essex Haven Gateway,2007,297626.0
ITL3,TLH35,West Essex,2007,190995.0
ITL3,TLH36,Heart of Essex,2007,195673.0
ITL3,TLH37,Essex Thames Gateway,2007,219463.0
ITL3,TLI31,Camden and City of London,2007,204903.0
ITL3,TLI32,Westminster,2007,190345.0
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2007,233908.0
ITL3,TLI34,Wandsworth,2007,237863.0
ITL3,TLI41,Hackney and Newham,2007,449525.0
ITL3,TLI42,Tower Hamlets,2007,243208.0
ITL3,TLI43,Haringey and Islington,2007,371359.0
ITL3,TLI44,Lewisham and Southwark,2007,445665.0
ITL3,TLI45,Lambeth,2007,238041.0
ITL3,TLI51,Bexley and Greenwich,2007,351506.0
ITL3,TLI52,Barking & Dagenham and Havering,2007,296674.0
ITL3,TLI53,Redbridge and Waltham Forest,2007,383197.0
ITL3,TLI54,Enfield,2007,212830.0
ITL3,TLI61,Bromley,2007,206779.0
ITL3,TLI62,Croydon,2007,248678.0
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2007,385449.0
ITL3,TLI71,Barnet,2007,255524.0
ITL3,TLI72,Brent,2007,215316.0
ITL3,TLI73,Ealing,2007,220221.0
ITL3,TLI74,Harrow and Hillingdon,2007,357241.0
ITL3,TLI75,Hounslow and Richmond upon Thames,2007,302596.0
ITL3,TLJ11,Berkshire,2007,574783.0
ITL3,TLJ12,Milton Keynes,2007,168427.0
ITL3,TLJ13,Buckinghamshire CC,2007,329564.0
ITL3,TLJ14,Oxfordshire CC,2007,434142.0
ITL3,TLJ21,Brighton and Hove,2007,207971.0
ITL3,TLJ22,East Sussex CC,2007,318101.0
ITL3,TLJ25,West Surrey,2007,488781.0
ITL3,TLJ26,East Surrey,2007,244263.0
ITL3,TLJ27,West Sussex (South West),2007,259033.0
ITL3,TLJ28,West Sussex (North East),2007,248752.0
ITL3,TLJ31,Portsmouth,2007,144768.0
ITL3,TLJ32,Southampton,2007,171856.0
ITL3,TLJ34,Isle of Wight,2007,79567.0
ITL3,TLJ35,South Hampshire,2007,277549.0
ITL3,TLJ36,Central Hampshire,2007,321490.0
ITL3,TLJ37,North Hampshire,2007,230625.0
ITL3,TLJ41,Medway,2007,175092.0
ITL3,TLJ43,Kent Thames Gateway,2007,228409.0
ITL3,TLJ44,East Kent,2007,321907.0
ITL3,TLJ45,Mid Kent,2007,183361.0
ITL3,TLJ46,West Kent,2007,222405.0
ITL3,TLK11,"Bristol, City of",2007,319878.0
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2007,430508.0
ITL3,TLK13,Gloucestershire CC,2007,386043.0
ITL3,TLK14,Swindon,2007,140185.0
ITL3,TLK15,Wiltshire,2007,299124.0
ITL3,TLK23,Somerset CC,2007,323001.0
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2007,247922.0
ITL3,TLK25,Dorset,2007,210601.0
ITL3,TLK30,Cornwall and Isles of Scilly,2007,332588.0
ITL3,TLK41,Plymouth,2007,165854.0
