level,itl,name,year,Population
ITL3,TLH23,Hertfordshire CC,2011,743114.0
ITL3,TLH24,Bedford,2011,106353.0
ITL3,TLH25,Central Bedfordshire,2011,182665.0
ITL3,TLH31,Southend-on-Sea,2011,111234.0
ITL3,TLH32,Thurrock,2011,110202.0
ITL3,TLH34,Essex Haven Gateway,2011,297626.0
ITL3,TLH35,West Essex,2011,190995.0
ITL3,TLH36,Heart of Essex,2011,195673.0
ITL3,TLH37,Essex Thames Gateway,2011,219463.0
ITL3,TLI31,Camden and City of London,2011,204903.0
ITL3,TLI32,Westminster,2011,190345.0
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2011,233908.0
ITL3,TLI34,Wandsworth,2011,237863.0
ITL3,TLI41,Hackney and Newham,2011,449525.0
ITL3,TLI42,Tower Hamlets,2011,243208.0
ITL3,TLI43,Haringey and Islington,2011,371359.0
ITL3,TLI44,Lewisham and Southwark,2011,445665.0
ITL3,TLI45,Lambeth,2011,238041.0
ITL3,TLI51,Bexley and Greenwich,2011,351506.0
ITL3,TLI52,Barking & Dagenham and Havering,2011,296674.0
ITL3,TLI53,Redbridge and Waltham Forest,2011,383197.0
ITL3,TLI54,Enfield,2011,212830.0
ITL3,TLI61,Bromley,2011,206779.0
ITL3,TLI62,Croydon,2011,248678.0
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2011,385449.0
ITL3,TLI71,Barnet,2011,255524.0
ITL3,TLI72,Brent,2011,215316.0
ITL3,TLI73,Ealing,2011,220221.0
ITL3,TLI74,Harrow and Hillingdon,2011,357241.0
ITL3,TLI75,Hounslow and Richmond upon Thames,2011,302596.0
ITL3,TLJ11,Berkshire,2011,574783.0
ITL3,TLJ12,Milton Keynes,2011,168427.0
ITL3,TLJ13,Buckinghamshire CC,2011,329564.0
ITL3,TLJ14,Oxfordshire CC,2011,434142.0
ITL3,TLJ21,Brighton and Hove,2011,207971.0
ITL3,TLJ22,East Sussex CC,2011,318101.0
ITL3,TLJ25,West Surrey,2011,488781.0
ITL3,TLJ26,East Surrey,2011,244263.0
ITL3,TLJ27,West Sussex (South West),2011,259033.0
ITL3,TLJ28,West Sussex (North East),2011,248752.0
ITL3,TLJ31,Portsmouth,2011,144768.0
ITL3,TLJ32,Southampton,2011,171856.0
ITL3,TLJ34,Isle of Wight,2011,79567.0
ITL3,TLJ35,South Hampshire,2011,277549.0
ITL3,TLJ36,Central Hampshire,2011,321490.0
ITL3,TLJ37,North Hampshire,2011,230625.0
ITL3,TLJ41,Medway,2011,175092.0
ITL3,TLJ43,Kent Thames Gateway,2011,228409.0
ITL3,TLJ44,East Kent,2011,321907.0
ITL3,TLJ45,Mid Kent,2011,183361.0
ITL3,TLJ46,West Kent,2011,222405.0
ITL3,TLK11,"Bristol, City of",2011,319878.0
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2011,430508.0
ITL3,TLK13,Gloucestershire CC,2011,386043.0
ITL3,TLK14,Swindon,2011,140185.0
ITL3,TLK15,Wiltshire,2011,299124.0
ITL3,TLK23,Somerset CC,2011,323001.0
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2011,247922.0
ITL3,TLK25,Dorset,2011,210601.0
ITL3,TLK30,Cornwall and Isles of Scilly,2011,332588.0
ITL3,TLK41,Plymouth,2011,165854.0
ITL3,TLK42,Torbay,2011,76327.0
ITL3,TLK43,Devon CC,2011,470900.0
ITL3,TLL11,Isle of Anglesey,2011,39880.0
ITL3,TLL12,Gwynedd,2011,75857.0
ITL3,TLL13,Conwy and Denbighshire,2011,122139.0
ITL3,TLL14,South West Wales,2011,226896.0
ITL3,TLL15,Central Valleys,2011,187684.0
ITL3,TLL16,Gwent Valleys,2011,213971.0
ITL3,TLL17,Bridgend and Neath Port Talbot,2011,180197.0
ITL3,TLL18,Swansea,2011,156034.0
ITL3,TLL21,Monmouthshire and Newport,2011,153372.0
ITL3,TLL22,Cardiff and Vale of Glamorgan,2011,329940.0
ITL3,TLL23,Flintshire and Wrexham,2011,177136.0
ITL3,TLL24,Powys,2011,75160.0
ITL3,TLM50,Aberdeen City and Aberdeenshire,2011,316660.0
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2011,55075.0
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2011,126521.0
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2011,57619.0
ITL3,TLM64,Na h-Eileanan Siar,2011,15392.0
ITL3,TLM65,Orkney Islands,2011,13386.0
ITL3,TLM66,Shetland Islands,2011,13905.0
ITL3,TLM71,Angus and Dundee City,2011,167693.0
ITL3,TLM72,Clackmannanshire and Fife,2011,263626.0
ITL3,TLM73,East Lothian and Midlothian,2011,123498.0
ITL3,TLM75,City of Edinburgh,2011,368491.0
ITL3,TLM76,Falkirk,2011,102019.0
ITL3,TLM77,"Perth and Kinross, and Stirling",2011,151760.0
ITL3,TLM78,West Lothian,2011,117675.0
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2011,136489.0
ITL3,TLM82,Glasgow City,2011,450313.0
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2011,220180.0
ITL3,TLM84,North Lanarkshire,2011,218277.0
ITL3,TLM91,Scottish Borders,2011,67332.0
ITL3,TLM92,Dumfries and Galloway,2011,86182.0
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2011,153487.0
ITL3,TLM94,South Ayrshire,2011,65767.0
ITL3,TLM95,South Lanarkshire,2011,201790.0
ITL3,TLN06,Belfast,2011,227872.0
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2011,135546.0
ITL3,TLN08,"Newry, Mourne and Down",2011,111550.0
ITL3,TLN09,Ards and North Down,2011,97692.0
ITL3,TLN0A,Derry City and Strabane,2011,94602.0
ITL3,TLN0B,Mid Ulster,2011,93219.0
ITL3,TLN0C,Causeway Coast and Glens,2011,86512.0
ITL3,TLN0D,Antrim and Newtownabbey,2011,91320.0
ITL3,TLN0E,Lisburn and Castlereagh,2011,92691.0
ITL3,TLN0F,Mid and East Antrim,2011,85655.0
ITL3,TLN0G,Fermanagh and Omagh,2011,70503.0
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2012,178531.0
ITL3,TLC12,South Teesside,2012,169351.0
ITL3,TLC13,Darlington,2012,65149.0
ITL3,TLC14,Durham CC,2012,330290.0
ITL3,TLC21,Northumberland,2012,190384.0
ITL3,TLC22,Tyneside,2012,558445.0
ITL3,TLC23,Sunderland,2012,173572.0
ITL3,TLD11,West Cumbria,2012,138777.0
ITL3,TLD12,East Cumbria,2012,155696.0
ITL3,TLD33,Manchester,2012,391653.0
ITL3,TLD34,Greater Manchester South West,2012,318331.0
ITL3,TLD35,Greater Manchester South East,2012,319038.0
ITL3,TLD36,Greater Manchester North West,2012,381447.0
ITL3,TLD37,Greater Manchester North East,2012,401074.0
ITL3,TLD41,Blackburn with Darwen,2012,93526.0
ITL3,TLD42,Blackpool,2012,83865.0
ITL3,TLD44,Lancaster and Wyre,2012,157477.0
ITL3,TLD45,Mid Lancashire,2012,243166.0
ITL3,TLD46,East Lancashire,2012,202086.0
ITL3,TLD47,Chorley and West Lancashire,2012,142388.0
ITL3,TLD61,Warrington,2012,129913.0
ITL3,TLD62,Cheshire East,2012,227980.0
ITL3,TLD63,Cheshire West and Chester,2012,206998.0
ITL3,TLD71,East Merseyside,2012,285231.0
ITL3,TLD72,Liverpool,2012,339133.0
ITL3,TLD73,Sefton,2012,162187.0
ITL3,TLD74,Wirral,2012,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2012,167455.0
ITL3,TLE12,East Riding of Yorkshire,2012,196469.0
ITL3,TLE13,North and North East Lincolnshire,2012,198716.0
ITL3,TLE21,York,2012,139430.0
ITL3,TLE22,North Yorkshire CC,2012,362222.0
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2012,506119.0
ITL3,TLE32,Sheffield,2012,388384.0
ITL3,TLE41,Bradford,2012,332559.0
ITL3,TLE42,Leeds,2012,520582.0
ITL3,TLE44,Calderdale and Kirklees,2012,403081.0
ITL3,TLE45,Wakefield,2012,217097.0
ITL3,TLF11,Derby,2012,160852.0
ITL3,TLF12,East Derbyshire,2012,175254.0
ITL3,TLF13,South and West Derbyshire,2012,317180.0
ITL3,TLF14,Nottingham,2012,235356.0
ITL3,TLF15,North Nottinghamshire,2012,290511.0
ITL3,TLF16,South Nottinghamshire,2012,216854.0
ITL3,TLF21,Leicester,2012,234562.0
ITL3,TLF22,Leicestershire CC and Rutland,2012,462456.0
ITL3,TLF24,West Northamptonshire,2012,250500.0
ITL3,TLF25,North Northamptonshire,2012,212908.0
ITL3,TLF30,Lincolnshire CC,2012,452175.0
ITL3,TLG11,"Herefordshire, County of",2012,113009.0
ITL3,TLG12,Worcestershire CC,2012,354064.0
ITL3,TLG13,Warwickshire CC,2012,355847.0
ITL3,TLG21,Telford and Wrekin,2012,112030.0
ITL3,TLG22,Shropshire CC,2012,191066.0
ITL3,TLG23,Stoke-on-Trent,2012,159523.0
ITL3,TLG24,Staffordshire CC,2012,536544.0
ITL3,TLG31,Birmingham,2012,733995.0
ITL3,TLG32,Solihull,2012,129091.0
ITL3,TLG33,Coventry,2012,255941.0
ITL3,TLG36,Dudley,2012,194465.0
ITL3,TLG37,Sandwell,2012,204882.0
ITL3,TLG38,Walsall,2012,174344.0
ITL3,TLG39,Wolverhampton,2012,163541.0
ITL3,TLH11,Peterborough,2012,124182.0
ITL3,TLH12,Cambridgeshire CC,2012,406640.0
ITL3,TLH14,Suffolk CC,2012,443505.0
ITL3,TLH15,Norwich and East Norfolk,2012,230309.0
ITL3,TLH16,North and West Norfolk,2012,140338.0
ITL3,TLH17,Breckland and South Norfolk,2012,163817.0
ITL3,TLH21,Luton,2012,133825.0
ITL3,TLH23,Hertfordshire CC,2012,743114.0
ITL3,TLH24,Bedford,2012,106353.0
ITL3,TLH25,Central Bedfordshire,2012,182665.0
ITL3,TLH31,Southend-on-Sea,2012,111234.0
ITL3,TLH32,Thurrock,2012,110202.0
ITL3,TLH34,Essex Haven Gateway,2012,297626.0
ITL3,TLH35,West Essex,2012,190995.0
ITL3,TLH36,Heart of Essex,2012,195673.0
ITL3,TLH37,Essex Thames Gateway,2012,219463.0
ITL3,TLI31,Camden and City of London,2012,204903.0
ITL3,TLI32,Westminster,2012,190345.0
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2012,233908.0
ITL3,TLI34,Wandsworth,2012,237863.0
ITL3,TLI41,Hackney and Newham,2012,449525.0
ITL3,TLI42,Tower Hamlets,2012,243208.0
ITL3,TLI43,Haringey and Islington,2012,371359.0
ITL3,TLI44,Lewisham and Southwark,2012,445665.0
ITL3,TLI45,Lambeth,2012,238041.0
ITL3,TLI51,Bexley and Greenwich,2012,351506.0
ITL3,TLI52,Barking & Dagenham and Havering,2012,296674.0
ITL3,TLI53,Redbridge and Waltham Forest,2012,383197.0
ITL3,TLI54,Enfield,2012,212830.0
ITL3,TLI61,Bromley,2012,206779.0
ITL3,TLI62,Croydon,2012,248678.0
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2012,385449.0
ITL3,TLI71,Barnet,2012,255524.0
ITL3,TLI72,Brent,2012,215316.0
ITL3,TLI73,Ealing,2012,220221.0
ITL3,TLI74,Harrow and Hillingdon,2012,357241.0
ITL3,TLI75,Hounslow and Richmond upon Thames,2012,302596.0
ITL3,TLJ11,Berkshire,2012,574783.0
ITL3,TLJ12,Milton Keynes,2012,168427.0
ITL3,TLJ13,Buckinghamshire CC,2012,329564.0
ITL3,TLJ14,Oxfordshire CC,2012,434142.0
ITL3,TLJ21,Brighton and Hove,2012,207971.0
ITL3,TLJ22,East Sussex CC,2012,318101.0
ITL3,TLJ25,West Surrey,2012,488781.0
ITL3,TLJ26,East Surrey,2012,244263.0
ITL3,TLJ27,West Sussex (South West),2012,259033.0
ITL3,TLJ28,West Sussex (North East),2012,248752.0
ITL3,TLJ31,Portsmouth,2012,144768.0
ITL3,TLJ32,Southampton,2012,171856.0
ITL3,TLJ34,Isle of Wight,2012,79567.0
ITL3,TLJ35,South Hampshire,2012,277549.0
ITL3,TLJ36,Central Hampshire,2012,321490.0
ITL3,TLJ37,North Hampshire,2012,230625.0
ITL3,TLJ41,Medway,2012,175092.0
ITL3,TLJ43,Kent Thames Gateway,2012,228409.0
ITL3,TLJ44,East Kent,2012,321907.0
ITL3,TLJ45,Mid Kent,2012,183361.0
ITL3,TLJ46,West Kent,2012,222405.0
ITL3,TLK11,"Bristol, City of",2012,319878.0
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2012,430508.0
ITL3,TLK13,Gloucestershire CC,2012,386043.0
ITL3,TLK14,Swindon,2012,140185.0
ITL3,TLK15,Wiltshire,2012,299124.0
ITL3,TLK23,Somerset CC,2012,323001.0
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2012,247922.0
ITL3,TLK25,Dorset,2012,210601.0
ITL3,TLK30,Cornwall and Isles of Scilly,2012,332588.0
ITL3,TLK41,Plymouth,2012,165854.0
ITL3,TLK42,Torbay,2012,76327.0
ITL3,TLK43,Devon CC,2012,470900.0
ITL3,TLL11,Isle of Anglesey,2012,39880.0
ITL3,TLL12,Gwynedd,2012,75857.0
ITL3,TLL13,Conwy and Denbighshire,2012,122139.0
ITL3,TLL14,South West Wales,2012,226896.0
ITL3,TLL15,Central Valleys,2012,187684.0
ITL3,TLL16,Gwent Valleys,2012,213971.0
ITL3,TLL17,Bridgend and Neath Port Talbot,2012,180197.0
ITL3,TLL18,Swansea,2012,156034.0
ITL3,TLL21,Monmouthshire and Newport,2012,153372.0
ITL3,TLL22,Cardiff and Vale of Glamorgan,2012,329940.0
ITL3,TLL23,Flintshire and Wrexham,2012,177136.0
ITL3,TLL24,Powys,2012,75160.0
ITL3,TLM50,Aberdeen City and Aberdeenshire,2012,316660.0
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2012,55075.0
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2012,126521.0
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2012,57619.0
ITL3,TLM64,Na h-Eileanan Siar,2012,15392.0
ITL3,TLM65,Orkney Islands,2012,13386.0
ITL3,TLM66,Shetland Islands,2012,13905.0
ITL3,TLM71,Angus and Dundee City,2012,167693.0
ITL3,TLM72,Clackmannanshire and Fife,2012,263626.0
ITL3,TLM73,East Lothian and Midlothian,2012,123498.0
ITL3,TLM75,City of Edinburgh,2012,368491.0
ITL3,TLM76,Falkirk,2012,102019.0
ITL3,TLM77,"Perth and Kinross, and Stirling",2012,151760.0
ITL3,TLM78,West Lothian,2012,117675.0
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2012,136489.0
ITL3,TLM82,Glasgow City,2012,450313.0
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2012,220180.0
ITL3,TLM84,North Lanarkshire,2012,218277.0
ITL3,TLM91,Scottish Borders,2012,67332.0
ITL3,TLM92,Dumfries and Galloway,2012,86182.0
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2012,153487.0
ITL3,TLM94,South Ayrshire,2012,65767.0
ITL3,TLM95,South Lanarkshire,2012,201790.0
ITL3,TLN06,Belfast,2012,227872.0
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2012,135546.0
ITL3,TLN08,"Newry, Mourne and Down",2012,111550.0
ITL3,TLN09,Ards and North Down,2012,97692.0
ITL3,TLN0A,Derry City and Strabane,2012,94602.0
ITL3,TLN0B,Mid Ulster,2012,93219.0
ITL3,TLN0C,Causeway Coast and Glens,2012,86512.0
ITL3,TLN0D,Antrim and Newtownabbey,2012,91320.0
ITL3,TLN0E,Lisburn and Castlereagh,2012,92691.0
ITL3,TLN0F,Mid and East Antrim,2012,85655.0
ITL3,TLN0G,Fermanagh and Omagh,2012,70503.0
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2013,178531.0
ITL3,TLC12,South Teesside,2013,169351.0
ITL3,TLC13,Darlington,2013,65149.0
ITL3,TLC14,Durham CC,2013,330290.0
ITL3,TLC21,Northumberland,2013,190384.0
ITL3,TLC22,Tyneside,2013,558445.0
ITL3,TLC23,Sunderland,2013,173572.0
ITL3,TLD11,West Cumbria,2013,138777.0
ITL3,TLD12,East Cumbria,2013,155696.0
ITL3,TLD33,Manchester,2013,391653.0
ITL3,TLD34,Greater Manchester South West,2013,318331.0
ITL3,TLD35,Greater Manchester South East,2013,319038.0
ITL3,TLD36,Greater Manchester North West,2013,381447.0
ITL3,TLD37,Greater Manchester North East,2013,401074.0
ITL3,TLD41,Blackburn with Darwen,2013,93526.0
ITL3,TLD42,Blackpool,2013,83865.0
ITL3,TLD44,Lancaster and Wyre,2013,157477.0
ITL3,TLD45,Mid Lancashire,2013,243166.0
ITL3,TLD46,East Lancashire,2013,202086.0
ITL3,TLD47,Chorley and West Lancashire,2013,142388.0
ITL3,TLD61,Warrington,2013,129913.0
ITL3,TLD62,Cheshire East,2013,227980.0
ITL3,TLD63,Cheshire West and Chester,2013,206998.0
ITL3,TLD71,East Merseyside,2013,285231.0
ITL3,TLD72,Liverpool,2013,339133.0
ITL3,TLD73,Sefton,2013,162187.0
ITL3,TLD74,Wirral,2013,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2013,167455.0
ITL3,TLE12,East Riding of Yorkshire,2013,196469.0
ITL3,TLE13,North and North East Lincolnshire,2013,198716.0
ITL3,TLE21,York,2013,139430.0
ITL3,TLE22,North Yorkshire CC,2013,362222.0
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2013,506119.0
ITL3,TLE32,Sheffield,2013,388384.0
ITL3,TLE41,Bradford,2013,332559.0
ITL3,TLE42,Leeds,2013,520582.0
ITL3,TLE44,Calderdale and Kirklees,2013,403081.0
ITL3,TLE45,Wakefield,2013,217097.0
ITL3,TLF11,Derby,2013,160852.0
ITL3,TLF12,East Derbyshire,2013,175254.0
ITL3,TLF13,South and West Derbyshire,2013,317180.0
ITL3,TLF14,Nottingham,2013,235356.0
ITL3,TLF15,North Nottinghamshire,2013,290511.0
ITL3,TLF16,South Nottinghamshire,2013,216854.0
ITL3,TLF21,Leicester,2013,234562.0
ITL3,TLF22,Leicestershire CC and Rutland,2013,462456.0
ITL3,TLF24,West Northamptonshire,2013,250500.0
ITL3,TLF25,North Northamptonshire,2013,212908.0
ITL3,TLF30,Lincolnshire CC,2013,452175.0
ITL3,TLG11,"Herefordshire, County of",2013,113009.0
ITL3,TLG12,Worcestershire CC,2013,354064.0
ITL3,TLG13,Warwickshire CC,2013,355847.0
ITL3,TLG21,Telford and Wrekin,2013,112030.0
ITL3,TLG22,Shropshire CC,2013,191066.0
ITL3,TLG23,Stoke-on-Trent,2013,159523.0
ITL3,TLG24,Staffordshire CC,2013,536544.0
ITL3,TLG31,Birmingham,2013,733995.0
ITL3,TLG32,Solihull,2013,129091.0
ITL3,TLG33,Coventry,2013,255941.0
ITL3,TLG36,Dudley,2013,194465.0
ITL3,TLG37,Sandwell,2013,204882.0
ITL3,TLG38,Walsall,2013,174344.0
ITL3,TLG39,Wolverhampton,2013,163541.0
ITL3,TLH11,Peterborough,2013,124182.0
ITL3,TLH12,Cambridgeshire CC,2013,406640.0
ITL3,TLH14,Suffolk CC,2013,443505.0
ITL3,TLH15,Norwich and East Norfolk,2013,230309.0
ITL3,TLH16,North and West Norfolk,2013,140338.0
ITL3,TLH17,Breckland and South Norfolk,2013,163817.0
ITL3,TLH21,Luton,2013,133825.0
ITL3,TLH23,Hertfordshire CC,2013,743114.0
ITL3,TLH24,Bedford,2013,106353.0
ITL3,TLH25,Central Bedfordshire,2013,182665.0
ITL3,TLH31,Southend-on-Sea,2013,111234.0
ITL3,TLH32,Thurrock,2013,110202.0
ITL3,TLH34,Essex Haven Gateway,2013,297626.0
ITL3,TLH35,West Essex,2013,190995.0
ITL3,TLH36,Heart of Essex,2013,195673.0
ITL3,TLH37,Essex Thames Gateway,2013,219463.0
ITL3,TLI31,Camden and City of London,2013,204903.0
ITL3,TLI32,Westminster,2013,190345.0
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2013,233908.0
ITL3,TLI34,Wandsworth,2013,237863.0
ITL3,TLI41,Hackney and Newham,2013,449525.0
ITL3,TLI42,Tower Hamlets,2013,243208.0
ITL3,TLI43,Haringey and Islington,2013,371359.0
ITL3,TLI44,Lewisham and Southwark,2013,445665.0
ITL3,TLI45,Lambeth,2013,238041.0
ITL3,TLI51,Bexley and Greenwich,2013,351506.0
ITL3,TLI52,Barking & Dagenham and Havering,2013,296674.0
ITL3,TLI53,Redbridge and Waltham Forest,2013,383197.0
ITL3,TLI54,Enfield,2013,212830.0
ITL3,TLI61,Bromley,2013,206779.0
ITL3,TLI62,Croydon,2013,248678.0
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2013,385449.0
ITL3,TLI71,Barnet,2013,255524.0
ITL3,TLI72,Brent,2013,215316.0
ITL3,TLI73,Ealing,2013,220221.0
ITL3,TLI74,Harrow and Hillingdon,2013,357241.0
ITL3,TLI75,Hounslow and Richmond upon Thames,2013,302596.0
ITL3,TLJ11,Berkshire,2013,574783.0
ITL3,TLJ12,Milton Keynes,2013,168427.0
ITL3,TLJ13,Buckinghamshire CC,2013,329564.0
ITL3,TLJ14,Oxfordshire CC,2013,434142.0
ITL3,TLJ21,Brighton and Hove,2013,207971.0
ITL3,TLJ22,East Sussex CC,2013,318101.0
ITL3,TLJ25,West Surrey,2013,488781.0
ITL3,TLJ26,East Surrey,2013,244263.0
ITL3,TLJ27,West Sussex (South West),2013,259033.0
ITL3,TLJ28,West Sussex (North East),2013,248752.0
ITL3,TLJ31,Portsmouth,2013,144768.0
ITL3,TLJ32,Southampton,2013,171856.0
ITL3,TLJ34,Isle of Wight,2013,79567.0
ITL3,TLJ35,South Hampshire,2013,277549.0
ITL3,TLJ36,Central Hampshire,2013,321490.0
ITL3,TLJ37,North Hampshire,2013,230625.0
ITL3,TLJ41,Medway,2013,175092.0
ITL3,TLJ43,Kent Thames Gateway,2013,228409.0
ITL3,TLJ44,East Kent,2013,321907.0
ITL3,TLJ45,Mid Kent,2013,183361.0
ITL3,TLJ46,West Kent,2013,222405.0
ITL3,TLK11,"Bristol, City of",2013,319878.0
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2013,430508.0
ITL3,TLK13,Gloucestershire CC,2013,386043.0
ITL3,TLK14,Swindon,2013,140185.0
ITL3,TLK15,Wiltshire,2013,299124.0
ITL3,TLK23,Somerset CC,2013,323001.0
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2013,247922.0
ITL3,TLK25,Dorset,2013,210601.0
ITL3,TLK30,Cornwall and Isles of Scilly,2013,332588.0
ITL3,TLK41,Plymouth,2013,165854.0
ITL3,TLK42,Torbay,2013,76327.0
ITL3,TLK43,Devon CC,2013,470900.0
ITL3,TLL11,Isle of Anglesey,2013,39880.0
ITL3,TLL12,Gwynedd,2013,75857.0
ITL3,TLL13,Conwy and Denbighshire,2013,122139.0
ITL3,TLL14,South West Wales,2013,226896.0
ITL3,TLL15,Central Valleys,2013,187684.0
ITL3,TLL16,Gwent Valleys,2013,213971.0
ITL3,TLL17,Bridgend and Neath Port Talbot,2013,180197.0
ITL3,TLL18,Swansea,2013,156034.0
ITL3,TLL21,Monmouthshire and Newport,2013,153372.0
ITL3,TLL22,Cardiff and Vale of Glamorgan,2013,329940.0
ITL3,TLL23,Flintshire and Wrexham,2013,177136.0
ITL3,TLL24,Powys,2013,75160.0
ITL3,TLM50,Aberdeen City and Aberdeenshire,2013,316660.0
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2013,55075.0
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2013,126521.0
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2013,57619.0
ITL3,TLM64,Na h-Eileanan Siar,2013,15392.0
ITL3,TLM65,Orkney Islands,2013,13386.0
ITL3,TLM66,Shetland Islands,2013,13905.0
ITL3,TLM71,Angus and Dundee City,2013,167693.0
ITL3,TLM72,Clackmannanshire and Fife,2013,263626.0
ITL3,TLM73,East Lothian and Midlothian,2013,123498.0
ITL3,TLM75,City of Edinburgh,2013,368491.0
ITL3,TLM76,Falkirk,2013,102019.0
ITL3,TLM77,"Perth and Kinross, and Stirling",2013,151760.0
ITL3,TLM78,West Lothian,2013,117675.0
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2013,136489.0
ITL3,TLM82,Glasgow City,2013,450313.0
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2013,220180.0
ITL3,TLM84,North Lanarkshire,2013,218277.0
ITL3,TLM91,Scottish Borders,2013,67332.0
ITL3,TLM92,Dumfries and Galloway,2013,86182.0
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2013,153487.0
ITL3,TLM94,South Ayrshire,2013,65767.0
ITL3,TLM95,South Lanarkshire,2013,201790.0
ITL3,TLN06,Belfast,2013,227872.0
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2013,135546.0
ITL3,TLN08,"Newry, Mourne and Down",2013,111550.0
ITL3,TLN09,Ards and North Down,2013,97692.0
ITL3,TLN0A,Derry City and Strabane,2013,94602.0
ITL3,TLN0B,Mid Ulster,2013,93219.0
ITL3,TLN0C,Causeway Coast and Glens,2013,86512.0
ITL3,TLN0D,Antrim and Newtownabbey,2013,91320.0
ITL3,TLN0E,Lisburn and Castlereagh,2013,92691.0
ITL3,TLN0F,Mid and East Antrim,2013,85655.0
ITL3,TLN0G,Fermanagh and Omagh,2013,70503.0
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2014,178531.0
ITL3,TLC12,South Teesside,2014,169351.0
ITL3,TLC13,Darlington,2014,65149.0
ITL3,TLC14,Durham CC,2014,330290.0
ITL3,TLC21,Northumberland,2014,190384.0
ITL3,TLC22,Tyneside,2014,558445.0
ITL3,TLC23,Sunderland,2014,173572.0
ITL3,TLD11,West Cumbria,2014,138777.0
ITL3,TLD12,East Cumbria,2014,155696.0
ITL3,TLD33,Manchester,2014,391653.0
ITL3,TLD34,Greater Manchester South West,2014,318331.0
ITL3,TLD35,Greater Manchester South East,2014,319038.0
ITL3,TLD36,Greater Manchester North West,2014,381447.0
ITL3,TLD37,Greater Manchester North East,2014,401074.0
ITL3,TLD41,Blackburn with Darwen,2014,93526.0
ITL3,TLD42,Blackpool,2014,83865.0
ITL3,TLD44,Lancaster and Wyre,2014,157477.0
ITL3,TLD45,Mid Lancashire,2014,243166.0
ITL3,TLD46,East Lancashire,2014,202086.0
ITL3,TLD47,Chorley and West Lancashire,2014,142388.0
ITL3,TLD61,Warrington,2014,129913.0
ITL3,TLD62,Cheshire East,2014,227980.0
ITL3,TLD63,Cheshire West and Chester,2014,206998.0
ITL3,TLD71,East Merseyside,2014,285231.0
ITL3,TLD72,Liverpool,2014,339133.0
ITL3,TLD73,Sefton,2014,162187.0
ITL3,TLD74,Wirral,2014,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2014,167455.0
ITL3,TLE12,East Riding of Yorkshire,2014,196469.0
ITL3,TLE13,North and North East Lincolnshire,2014,198716.0
ITL3,TLE21,York,2014,139430.0
ITL3,TLE22,North Yorkshire CC,2014,362222.0
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2014,506119.0
ITL3,TLE32,Sheffield,2014,388384.0
ITL3,TLE41,Bradford,2014,332559.0
