level,itl,name,year,GVA per Hour,Change in GVA per hour,Population
ITL3,TLC14,Durham CC,2012,27.3,108.2,330290.0
ITL3,TLC14,Durham CC,2013,27.0,100.6,330290.0
ITL3,TLC14,Durham CC,2014,26.9,97.9,330290.0
ITL3,TLC14,Durham CC,2015,27.0,98.3,330290.0
ITL3,TLC14,Durham CC,2016,27.5,98.3,330290.0
ITL3,TLC14,Durham CC,2017,28.1,97.7,330290.0
ITL3,TLC14,Durham CC,2018,29.1,99.9,330290.0
ITL3,TLC14,Durham CC,2019,30.2,100.0,330290.0
ITL3,TLC14,Durham CC,2020,31.8,108.1,330290.0
ITL3,TLC14,Durham CC,2021,32.8,102.5,330290.0
ITL3,TLC14,Durham CC,2022,33.5,108.8,330290.0
ITL3,TLC21,Northumberland,2008,21.7,93.2,190384.0
ITL3,TLC21,Northumberland,2009,21.9,87.9,190384.0
ITL3,TLC21,Northumberland,2010,22.7,91.6,190384.0
ITL3,TLC21,Northumberland,2011,23.8,98.7,190384.0
ITL3,TLC21,Northumberland,2012,24.7,104.0,190384.0
ITL3,TLC21,Northumberland,2013,25.2,97.5,190384.0
ITL3,TLC21,Northumberland,2014,25.7,102.6,190384.0
ITL3,TLC21,Northumberland,2015,26.1,103.1,190384.0
ITL3,TLC21,Northumberland,2016,26.6,99.4,190384.0
ITL3,TLC21,Northumberland,2017,27.0,101.5,190384.0
ITL3,TLC21,Northumberland,2018,27.6,99.7,190384.0
ITL3,TLC21,Northumberland,2019,28.6,100.0,190384.0
ITL3,TLC21,Northumberland,2020,30.2,102.7,190384.0
ITL3,TLC21,Northumberland,2021,31.7,103.7,190384.0
ITL3,TLC21,Northumberland,2022,32.8,114.6,190384.0
ITL3,TLC22,Tyneside,2008,24.1,85.4,558445.0
ITL3,TLC22,Tyneside,2009,24.6,82.9,558445.0
ITL3,TLC22,Tyneside,2010,25.2,86.3,558445.0
ITL3,TLC22,Tyneside,2011,26.0,89.7,558445.0
ITL3,TLC22,Tyneside,2012,26.6,91.8,558445.0
ITL3,TLC22,Tyneside,2013,26.9,90.0,558445.0
ITL3,TLC22,Tyneside,2014,27.2,88.5,558445.0
ITL3,TLC22,Tyneside,2015,27.7,91.0,558445.0
ITL3,TLC22,Tyneside,2016,28.2,93.6,558445.0
ITL3,TLC22,Tyneside,2017,28.9,95.3,558445.0
ITL3,TLC22,Tyneside,2018,29.8,93.1,558445.0
ITL3,TLC22,Tyneside,2019,31.1,100.0,558445.0
ITL3,TLC22,Tyneside,2020,32.5,99.3,558445.0
ITL3,TLC22,Tyneside,2021,33.6,101.8,558445.0
ITL3,TLC22,Tyneside,2022,34.2,103.5,558445.0
ITL3,TLC23,Sunderland,2008,26.5,82.7,173572.0
ITL3,TLC23,Sunderland,2009,27.6,83.2,173572.0
ITL3,TLC23,Sunderland,2010,28.5,88.9,173572.0
ITL3,TLC23,Sunderland,2011,29.1,86.4,173572.0
ITL3,TLC23,Sunderland,2012,29.9,84.1,173572.0
ITL3,TLC23,Sunderland,2013,31.1,88.8,173572.0
ITL3,TLC23,Sunderland,2014,32.2,91.7,173572.0
ITL3,TLC23,Sunderland,2015,33.2,93.6,173572.0
ITL3,TLC23,Sunderland,2016,33.8,92.4,173572.0
ITL3,TLC23,Sunderland,2017,34.7,95.9,173572.0
ITL3,TLC23,Sunderland,2018,35.5,93.3,173572.0
ITL3,TLC23,Sunderland,2019,35.9,100.0,173572.0
ITL3,TLC23,Sunderland,2020,36.0,87.5,173572.0
ITL3,TLC23,Sunderland,2021,36.2,83.6,173572.0
ITL3,TLC23,Sunderland,2022,36.5,94.1,173572.0
ITL3,TLD11,West Cumbria,2008,24.9,104.1,138777.0
ITL3,TLD11,West Cumbria,2009,24.8,97.3,138777.0
ITL3,TLD11,West Cumbria,2010,25.0,92.3,138777.0
ITL3,TLD11,West Cumbria,2011,25.6,95.4,138777.0
ITL3,TLD11,West Cumbria,2012,26.7,101.6,138777.0
ITL3,TLD11,West Cumbria,2013,27.8,105.0,138777.0
ITL3,TLD11,West Cumbria,2014,28.4,106.4,138777.0
ITL3,TLD11,West Cumbria,2015,28.5,105.3,138777.0
ITL3,TLD11,West Cumbria,2016,28.6,104.8,138777.0
ITL3,TLD11,West Cumbria,2017,28.7,103.1,138777.0
ITL3,TLD11,West Cumbria,2018,29.1,102.5,138777.0
ITL3,TLD11,West Cumbria,2019,30.0,100.0,138777.0
ITL3,TLD11,West Cumbria,2020,31.1,108.4,138777.0
ITL3,TLD11,West Cumbria,2021,31.8,109.9,138777.0
ITL3,TLD11,West Cumbria,2022,32.0,95.7,138777.0
ITL3,TLD12,East Cumbria,2008,23.9,93.8,155696.0
ITL3,TLD12,East Cumbria,2009,24.4,94.7,155696.0
ITL3,TLD12,East Cumbria,2010,24.9,89.1,155696.0
ITL3,TLD12,East Cumbria,2011,25.5,101.3,155696.0
ITL3,TLD12,East Cumbria,2012,25.6,93.0,155696.0
ITL3,TLD12,East Cumbria,2013,26.0,93.4,155696.0
ITL3,TLD12,East Cumbria,2014,26.4,90.7,155696.0
ITL3,TLD12,East Cumbria,2015,27.3,97.9,155696.0
ITL3,TLD12,East Cumbria,2016,28.1,96.4,155696.0
ITL3,TLD12,East Cumbria,2017,28.9,95.9,155696.0
ITL3,TLD12,East Cumbria,2018,29.6,97.1,155696.0
ITL3,TLD12,East Cumbria,2019,30.2,100.0,155696.0
ITL3,TLD12,East Cumbria,2020,31.0,91.2,155696.0
ITL3,TLD12,East Cumbria,2021,31.8,91.4,155696.0
ITL3,TLD12,East Cumbria,2022,32.7,103.9,155696.0
ITL3,TLD33,Manchester,2008,29.0,97.3,391653.0
ITL3,TLD33,Manchester,2009,30.1,102.3,391653.0
ITL3,TLD33,Manchester,2010,30.7,99.4,391653.0
ITL3,TLD33,Manchester,2011,31.1,100.8,391653.0
ITL3,TLD33,Manchester,2012,31.1,102.0,391653.0
ITL3,TLD33,Manchester,2013,31.1,96.0,391653.0
ITL3,TLD33,Manchester,2014,31.1,94.3,391653.0
ITL3,TLD33,Manchester,2015,31.5,98.3,391653.0
ITL3,TLD33,Manchester,2016,32.1,93.6,391653.0
ITL3,TLD33,Manchester,2017,33.0,99.1,391653.0
ITL3,TLD33,Manchester,2018,34.1,100.7,391653.0
ITL3,TLD33,Manchester,2019,35.5,100.0,391653.0
ITL3,TLD33,Manchester,2020,37.6,101.7,391653.0
ITL3,TLD33,Manchester,2021,39.4,106.2,391653.0
ITL3,TLD33,Manchester,2022,40.7,113.8,391653.0
ITL3,TLD34,Greater Manchester South West,2008,29.6,95.6,318331.0
ITL3,TLD34,Greater Manchester South West,2009,29.6,88.4,318331.0
ITL3,TLD34,Greater Manchester South West,2010,29.7,90.5,318331.0
ITL3,TLD34,Greater Manchester South West,2011,30.0,89.1,318331.0
ITL3,TLD34,Greater Manchester South West,2012,30.7,91.5,318331.0
ITL3,TLD34,Greater Manchester South West,2013,31.5,92.1,318331.0
ITL3,TLD34,Greater Manchester South West,2014,32.3,93.1,318331.0
ITL3,TLD34,Greater Manchester South West,2015,33.1,96.1,318331.0
ITL3,TLD34,Greater Manchester South West,2016,33.7,95.0,318331.0
ITL3,TLD34,Greater Manchester South West,2017,34.6,96.5,318331.0
ITL3,TLD34,Greater Manchester South West,2018,35.9,97.3,318331.0
ITL3,TLD34,Greater Manchester South West,2019,37.5,100.0,318331.0
ITL3,TLD34,Greater Manchester South West,2020,39.0,109.1,318331.0
ITL3,TLD34,Greater Manchester South West,2021,39.6,101.3,318331.0
ITL3,TLD34,Greater Manchester South West,2022,39.8,100.5,318331.0
ITL3,TLD35,Greater Manchester South East,2008,24.6,100.2,319038.0
ITL3,TLD35,Greater Manchester South East,2009,25.1,96.4,319038.0
ITL3,TLD35,Greater Manchester South East,2010,25.6,103.6,319038.0
ITL3,TLD35,Greater Manchester South East,2011,25.9,98.0,319038.0
ITL3,TLD35,Greater Manchester South East,2012,26.4,101.4,319038.0
ITL3,TLD35,Greater Manchester South East,2013,26.8,104.4,319038.0
ITL3,TLD35,Greater Manchester South East,2014,27.2,100.0,319038.0
ITL3,TLD35,Greater Manchester South East,2015,27.9,101.2,319038.0
ITL3,TLD35,Greater Manchester South East,2016,28.7,103.4,319038.0
ITL3,TLD35,Greater Manchester South East,2017,29.5,110.9,319038.0
ITL3,TLD35,Greater Manchester South East,2018,30.2,105.7,319038.0
ITL3,TLD35,Greater Manchester South East,2019,30.8,100.0,319038.0
ITL3,TLD35,Greater Manchester South East,2020,32.0,110.0,319038.0
ITL3,TLD35,Greater Manchester South East,2021,32.8,102.7,319038.0
ITL3,TLD35,Greater Manchester South East,2022,33.5,112.1,319038.0
ITL3,TLD36,Greater Manchester North West,2008,23.1,101.0,381447.0
ITL3,TLD36,Greater Manchester North West,2009,23.6,101.3,381447.0
ITL3,TLD36,Greater Manchester North West,2010,23.9,100.6,381447.0
ITL3,TLD36,Greater Manchester North West,2011,24.5,102.0,381447.0
ITL3,TLD36,Greater Manchester North West,2012,25.1,103.3,381447.0
ITL3,TLD36,Greater Manchester North West,2013,25.8,107.6,381447.0
ITL3,TLD36,Greater Manchester North West,2014,26.3,100.7,381447.0
ITL3,TLD36,Greater Manchester North West,2015,27.0,107.8,381447.0
ITL3,TLD36,Greater Manchester North West,2016,27.5,107.8,381447.0
ITL3,TLD36,Greater Manchester North West,2017,27.8,105.9,381447.0
ITL3,TLD36,Greater Manchester North West,2018,28.7,105.9,381447.0
ITL3,TLD36,Greater Manchester North West,2019,29.7,100.0,381447.0
ITL3,TLD36,Greater Manchester North West,2020,31.5,116.7,381447.0
ITL3,TLD36,Greater Manchester North West,2021,32.5,107.9,381447.0
ITL3,TLD36,Greater Manchester North West,2022,33.2,113.7,381447.0
ITL3,TLD37,Greater Manchester North East,2008,22.8,92.9,401074.0
ITL3,TLD37,Greater Manchester North East,2009,23.2,89.8,401074.0
ITL3,TLD37,Greater Manchester North East,2010,23.6,95.1,401074.0
ITL3,TLD37,Greater Manchester North East,2011,24.1,96.5,401074.0
ITL3,TLD37,Greater Manchester North East,2012,24.4,94.9,401074.0
ITL3,TLD37,Greater Manchester North East,2013,24.8,96.8,401074.0
ITL3,TLD37,Greater Manchester North East,2014,25.2,95.1,401074.0
ITL3,TLD37,Greater Manchester North East,2015,25.7,99.9,401074.0
ITL3,TLD37,Greater Manchester North East,2016,26.1,97.7,401074.0
ITL3,TLD37,Greater Manchester North East,2017,26.6,98.0,401074.0
ITL3,TLD37,Greater Manchester North East,2018,27.5,95.2,401074.0
ITL3,TLD37,Greater Manchester North East,2019,28.8,100.0,401074.0
ITL3,TLD37,Greater Manchester North East,2020,30.2,105.4,401074.0
ITL3,TLD37,Greater Manchester North East,2021,30.9,100.2,401074.0
ITL3,TLD37,Greater Manchester North East,2022,31.1,102.5,401074.0
ITL3,TLD41,Blackburn with Darwen,2008,20.6,84.5,93526.0
ITL3,TLD41,Blackburn with Darwen,2009,21.4,88.3,93526.0
ITL3,TLD41,Blackburn with Darwen,2010,22.2,89.4,93526.0
ITL3,TLD41,Blackburn with Darwen,2011,22.7,90.0,93526.0
ITL3,TLD41,Blackburn with Darwen,2012,22.8,90.2,93526.0
ITL3,TLD41,Blackburn with Darwen,2013,23.1,90.5,93526.0
ITL3,TLD41,Blackburn with Darwen,2014,23.7,86.7,93526.0
ITL3,TLD41,Blackburn with Darwen,2015,24.8,97.5,93526.0
ITL3,TLD41,Blackburn with Darwen,2016,25.8,98.0,93526.0
ITL3,TLD41,Blackburn with Darwen,2017,26.6,102.6,93526.0
ITL3,TLD41,Blackburn with Darwen,2018,27.1,94.9,93526.0
ITL3,TLD41,Blackburn with Darwen,2019,27.8,100.0,93526.0
ITL3,TLD41,Blackburn with Darwen,2020,28.8,94.9,93526.0
ITL3,TLD41,Blackburn with Darwen,2021,29.8,98.0,93526.0
ITL3,TLD41,Blackburn with Darwen,2022,30.6,108.8,93526.0
ITL3,TLD42,Blackpool,2008,19.5,92.3,83865.0
ITL3,TLD42,Blackpool,2009,20.0,81.1,83865.0
ITL3,TLD42,Blackpool,2010,20.7,96.3,83865.0
ITL3,TLD42,Blackpool,2011,21.3,92.7,83865.0
ITL3,TLD42,Blackpool,2012,21.6,89.6,83865.0
ITL3,TLD42,Blackpool,2013,21.9,96.7,83865.0
ITL3,TLD42,Blackpool,2014,22.4,85.2,83865.0
ITL3,TLD42,Blackpool,2015,23.5,92.6,83865.0
ITL3,TLD42,Blackpool,2016,24.6,101.6,83865.0
ITL3,TLD42,Blackpool,2017,25.6,98.6,83865.0
ITL3,TLD42,Blackpool,2018,26.5,98.2,83865.0
ITL3,TLD42,Blackpool,2019,27.4,100.0,83865.0
ITL3,TLD42,Blackpool,2020,28.4,90.6,83865.0
ITL3,TLD42,Blackpool,2021,29.2,98.4,83865.0
ITL3,TLD42,Blackpool,2022,29.7,98.8,83865.0
ITL3,TLD44,Lancaster and Wyre,2008,23.4,85.6,157477.0
ITL3,TLD44,Lancaster and Wyre,2009,22.8,76.9,157477.0
ITL3,TLD44,Lancaster and Wyre,2010,22.6,83.8,157477.0
ITL3,TLD44,Lancaster and Wyre,2011,22.9,76.3,157477.0
ITL3,TLD44,Lancaster and Wyre,2012,23.7,86.2,157477.0
ITL3,TLD44,Lancaster and Wyre,2013,24.4,85.2,157477.0
ITL3,TLD44,Lancaster and Wyre,2014,25.7,80.2,157477.0
ITL3,TLD44,Lancaster and Wyre,2015,27.1,93.6,157477.0
ITL3,TLD44,Lancaster and Wyre,2016,28.3,102.7,157477.0
ITL3,TLD44,Lancaster and Wyre,2017,29.1,90.2,157477.0
ITL3,TLD44,Lancaster and Wyre,2018,30.7,96.3,157477.0
ITL3,TLD44,Lancaster and Wyre,2019,32.6,100.0,157477.0
ITL3,TLD44,Lancaster and Wyre,2020,34.8,113.8,157477.0
ITL3,TLD44,Lancaster and Wyre,2021,35.4,104.0,157477.0
ITL3,TLD44,Lancaster and Wyre,2022,35.4,97.5,157477.0
ITL3,TLD45,Mid Lancashire,2008,28.6,104.9,243166.0
ITL3,TLD45,Mid Lancashire,2009,28.5,98.8,243166.0
ITL3,TLD45,Mid Lancashire,2010,28.5,96.8,243166.0
ITL3,TLD45,Mid Lancashire,2011,28.7,96.2,243166.0
ITL3,TLD45,Mid Lancashire,2012,29.3,100.4,243166.0
ITL3,TLD45,Mid Lancashire,2013,29.9,97.9,243166.0
ITL3,TLD45,Mid Lancashire,2014,30.7,94.6,243166.0
ITL3,TLD45,Mid Lancashire,2015,32.2,101.1,243166.0
ITL3,TLD45,Mid Lancashire,2016,33.8,107.1,243166.0
ITL3,TLD45,Mid Lancashire,2017,34.8,114.2,243166.0
ITL3,TLD45,Mid Lancashire,2018,35.1,103.7,243166.0
ITL3,TLD45,Mid Lancashire,2019,35.8,100.0,243166.0
ITL3,TLD45,Mid Lancashire,2020,37.4,107.0,243166.0
ITL3,TLD45,Mid Lancashire,2021,39.2,115.9,243166.0
ITL3,TLD45,Mid Lancashire,2022,40.3,111.6,243166.0
ITL3,TLD46,East Lancashire,2008,24.3,100.3,202086.0
ITL3,TLD46,East Lancashire,2009,24.5,98.2,202086.0
ITL3,TLD46,East Lancashire,2010,24.8,99.8,202086.0
ITL3,TLD46,East Lancashire,2011,25.1,97.8,202086.0
ITL3,TLD46,East Lancashire,2012,25.8,102.3,202086.0
ITL3,TLD46,East Lancashire,2013,26.2,100.1,202086.0
ITL3,TLD46,East Lancashire,2014,26.6,103.0,202086.0
ITL3,TLD46,East Lancashire,2015,27.1,97.8,202086.0
ITL3,TLD46,East Lancashire,2016,27.9,102.8,202086.0
ITL3,TLD46,East Lancashire,2017,28.5,110.1,202086.0
ITL3,TLD46,East Lancashire,2018,28.8,102.3,202086.0
ITL3,TLD46,East Lancashire,2019,29.3,100.0,202086.0
ITL3,TLD46,East Lancashire,2020,30.5,100.4,202086.0
ITL3,TLD46,East Lancashire,2021,32.1,113.9,202086.0
ITL3,TLD46,East Lancashire,2022,33.1,113.1,202086.0
ITL3,TLD47,Chorley and West Lancashire,2008,23.0,100.1,142388.0
ITL3,TLD47,Chorley and West Lancashire,2009,23.1,88.4,142388.0
ITL3,TLD47,Chorley and West Lancashire,2010,23.1,89.2,142388.0
ITL3,TLD47,Chorley and West Lancashire,2011,23.1,91.2,142388.0
ITL3,TLD47,Chorley and West Lancashire,2012,23.3,87.6,142388.0
ITL3,TLD47,Chorley and West Lancashire,2013,23.6,88.8,142388.0
ITL3,TLD47,Chorley and West Lancashire,2014,24.2,87.5,142388.0
ITL3,TLD47,Chorley and West Lancashire,2015,25.5,91.8,142388.0
ITL3,TLD47,Chorley and West Lancashire,2016,26.9,93.9,142388.0
ITL3,TLD47,Chorley and West Lancashire,2017,28.4,105.4,142388.0
ITL3,TLD47,Chorley and West Lancashire,2018,29.3,95.9,142388.0
ITL3,TLD47,Chorley and West Lancashire,2019,30.9,100.0,142388.0
ITL3,TLD47,Chorley and West Lancashire,2020,33.0,101.0,142388.0
ITL3,TLD47,Chorley and West Lancashire,2021,35.2,115.0,142388.0
ITL3,TLD47,Chorley and West Lancashire,2022,36.6,117.4,142388.0
ITL3,TLD61,Warrington,2008,28.3,89.1,129913.0
ITL3,TLD61,Warrington,2009,28.2,87.0,129913.0
ITL3,TLD61,Warrington,2010,28.0,87.7,129913.0
ITL3,TLD61,Warrington,2011,27.8,86.6,129913.0
ITL3,TLD61,Warrington,2012,28.1,91.0,129913.0
ITL3,TLD61,Warrington,2013,28.5,85.8,129913.0
ITL3,TLD61,Warrington,2014,29.1,91.5,129913.0
ITL3,TLD61,Warrington,2015,29.7,93.9,129913.0
ITL3,TLD61,Warrington,2016,30.6,88.6,129913.0
ITL3,TLD61,Warrington,2017,32.0,100.9,129913.0
ITL3,TLD61,Warrington,2018,33.3,101.0,129913.0
ITL3,TLD61,Warrington,2019,34.6,100.0,129913.0
ITL3,TLD61,Warrington,2020,36.0,103.4,129913.0
ITL3,TLD61,Warrington,2021,37.2,104.4,129913.0
ITL3,TLD61,Warrington,2022,38.0,106.5,129913.0
ITL3,TLD62,Cheshire East,2008,33.5,106.8,227980.0
ITL3,TLD62,Cheshire East,2009,33.5,97.6,227980.0
ITL3,TLD62,Cheshire East,2010,34.1,100.2,227980.0
ITL3,TLD62,Cheshire East,2011,35.0,106.5,227980.0
ITL3,TLD62,Cheshire East,2012,35.8,106.7,227980.0
ITL3,TLD62,Cheshire East,2013,36.3,103.6,227980.0
ITL3,TLD62,Cheshire East,2014,36.8,107.1,227980.0
ITL3,TLD62,Cheshire East,2015,37.4,104.1,227980.0
ITL3,TLD62,Cheshire East,2016,38.4,103.9,227980.0
ITL3,TLD62,Cheshire East,2017,39.1,102.0,227980.0
ITL3,TLD62,Cheshire East,2018,40.2,103.5,227980.0
ITL3,TLD62,Cheshire East,2019,41.3,100.0,227980.0
ITL3,TLD62,Cheshire East,2020,43.3,108.8,227980.0
ITL3,TLD62,Cheshire East,2021,44.7,107.7,227980.0
ITL3,TLD62,Cheshire East,2022,45.7,109.7,227980.0
ITL3,TLD63,Cheshire West and Chester,2008,31.2,109.4,206998.0
ITL3,TLD63,Cheshire West and Chester,2009,32.5,108.5,206998.0
ITL3,TLD63,Cheshire West and Chester,2010,33.4,108.9,206998.0
ITL3,TLD63,Cheshire West and Chester,2011,34.1,109.3,206998.0
ITL3,TLD63,Cheshire West and Chester,2012,34.5,107.0,206998.0
ITL3,TLD63,Cheshire West and Chester,2013,34.4,109.1,206998.0
ITL3,TLD63,Cheshire West and Chester,2014,33.9,105.5,206998.0
ITL3,TLD63,Cheshire West and Chester,2015,33.7,92.6,206998.0
ITL3,TLD63,Cheshire West and Chester,2016,34.3,103.0,206998.0
ITL3,TLD63,Cheshire West and Chester,2017,35.3,104.1,206998.0
ITL3,TLD63,Cheshire West and Chester,2018,36.6,103.0,206998.0
ITL3,TLD63,Cheshire West and Chester,2019,38.2,100.0,206998.0
ITL3,TLD63,Cheshire West and Chester,2020,40.5,103.9,206998.0
ITL3,TLD63,Cheshire West and Chester,2021,42.7,112.9,206998.0
ITL3,TLD63,Cheshire West and Chester,2022,44.0,107.8,206998.0
ITL3,TLD71,East Merseyside,2008,28.3,104.8,285231.0
ITL3,TLD71,East Merseyside,2009,29.0,104.1,285231.0
ITL3,TLD71,East Merseyside,2010,29.2,106.0,285231.0
ITL3,TLD71,East Merseyside,2011,29.2,103.5,285231.0
ITL3,TLD71,East Merseyside,2012,29.1,94.3,285231.0
ITL3,TLD71,East Merseyside,2013,29.7,105.9,285231.0
ITL3,TLD71,East Merseyside,2014,30.2,103.0,285231.0
ITL3,TLD71,East Merseyside,2015,30.8,108.1,285231.0
ITL3,TLD71,East Merseyside,2016,31.1,100.5,285231.0
ITL3,TLD71,East Merseyside,2017,31.5,105.1,285231.0
ITL3,TLD71,East Merseyside,2018,31.9,106.4,285231.0
ITL3,TLD71,East Merseyside,2019,32.6,100.0,285231.0
ITL3,TLD71,East Merseyside,2020,33.8,101.8,285231.0
ITL3,TLD71,East Merseyside,2021,34.9,107.6,285231.0
ITL3,TLD71,East Merseyside,2022,35.7,106.1,285231.0
ITL3,TLD72,Liverpool,2008,27.6,109.2,339133.0
ITL3,TLD72,Liverpool,2009,28.7,111.2,339133.0
ITL3,TLD72,Liverpool,2010,29.5,114.9,339133.0
ITL3,TLD72,Liverpool,2011,29.9,114.2,339133.0
ITL3,TLD72,Liverpool,2012,29.9,110.1,339133.0
ITL3,TLD72,Liverpool,2013,29.8,107.7,339133.0
ITL3,TLD72,Liverpool,2014,29.8,106.0,339133.0
ITL3,TLD72,Liverpool,2015,30.0,105.4,339133.0
ITL3,TLD72,Liverpool,2016,30.3,105.2,339133.0
ITL3,TLD72,Liverpool,2017,30.5,103.4,339133.0
ITL3,TLD72,Liverpool,2018,31.1,102.3,339133.0
ITL3,TLD72,Liverpool,2019,32.2,100.0,339133.0
ITL3,TLD72,Liverpool,2020,33.9,104.5,339133.0
ITL3,TLD72,Liverpool,2021,35.0,109.2,339133.0
ITL3,TLD72,Liverpool,2022,35.6,104.8,339133.0
ITL3,TLD73,Sefton,2008,23.1,97.4,162187.0
ITL3,TLD73,Sefton,2009,24.2,110.0,162187.0
ITL3,TLD73,Sefton,2010,24.5,104.6,162187.0
ITL3,TLD73,Sefton,2011,24.3,99.0,162187.0
ITL3,TLD73,Sefton,2012,24.1,96.3,162187.0
ITL3,TLD73,Sefton,2013,24.6,98.3,162187.0
ITL3,TLD73,Sefton,2014,25.4,97.0,162187.0
ITL3,TLD73,Sefton,2015,26.6,106.5,162187.0
ITL3,TLD73,Sefton,2016,27.5,102.7,162187.0
ITL3,TLD73,Sefton,2017,28.3,104.8,162187.0
ITL3,TLD73,Sefton,2018,29.4,110.3,162187.0
ITL3,TLD73,Sefton,2019,30.5,100.0,162187.0
ITL3,TLD73,Sefton,2020,32.6,110.9,162187.0
ITL3,TLD73,Sefton,2021,34.0,104.8,162187.0
ITL3,TLD73,Sefton,2022,35.3,121.9,162187.0
ITL3,TLD74,Wirral,2008,25.5,100.5,192904.0
ITL3,TLD74,Wirral,2009,25.8,101.6,192904.0
ITL3,TLD74,Wirral,2010,26.0,100.3,192904.0
ITL3,TLD74,Wirral,2011,26.5,102.3,192904.0
ITL3,TLD74,Wirral,2012,26.7,102.2,192904.0
ITL3,TLD74,Wirral,2013,26.8,99.8,192904.0
ITL3,TLD74,Wirral,2014,27.1,97.4,192904.0
ITL3,TLD74,Wirral,2015,27.5,98.5,192904.0
ITL3,TLD74,Wirral,2016,28.0,105.5,192904.0
ITL3,TLD74,Wirral,2017,28.3,94.6,192904.0
ITL3,TLD74,Wirral,2018,29.3,100.0,192904.0
ITL3,TLD74,Wirral,2019,30.9,100.0,192904.0
ITL3,TLD74,Wirral,2020,33.0,103.1,192904.0
ITL3,TLD74,Wirral,2021,34.4,113.5,192904.0
ITL3,TLD74,Wirral,2022,34.9,101.5,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2008,27.2,121.5,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2009,27.6,112.2,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2010,27.0,108.1,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2011,25.8,95.9,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2012,25.3,96.0,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2013,25.7,96.5,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2014,26.6,98.8,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2015,27.6,107.6,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2016,28.0,100.9,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2017,28.3,101.4,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2018,28.3,99.1,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2019,28.8,100.0,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2020,29.7,91.0,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2021,31.0,106.0,167455.0
ITL3,TLE11,"Kingston upon Hull, City of",2022,31.8,105.5,167455.0
ITL3,TLE12,East Riding of Yorkshire,2008,28.0,110.3,196469.0
ITL3,TLE12,East Riding of Yorkshire,2009,27.1,98.2,196469.0
ITL3,TLE12,East Riding of Yorkshire,2010,26.6,94.8,196469.0
ITL3,TLE12,East Riding of Yorkshire,2011,26.4,90.2,196469.0
ITL3,TLE12,East Riding of Yorkshire,2012,26.9,98.3,196469.0
ITL3,TLE12,East Riding of Yorkshire,2013,27.6,96.8,196469.0
ITL3,TLE12,East Riding of Yorkshire,2014,28.3,92.2,196469.0
ITL3,TLE12,East Riding of Yorkshire,2015,29.2,102.4,196469.0
ITL3,TLE12,East Riding of Yorkshire,2016,29.8,100.3,196469.0
ITL3,TLE12,East Riding of Yorkshire,2017,30.4,99.3,196469.0
ITL3,TLE12,East Riding of Yorkshire,2018,31.3,97.3,196469.0
ITL3,TLE12,East Riding of Yorkshire,2019,33.1,100.0,196469.0
ITL3,TLE12,East Riding of Yorkshire,2020,36.0,107.5,196469.0
ITL3,TLE12,East Riding of Yorkshire,2021,38.8,117.8,196469.0
ITL3,TLE12,East Riding of Yorkshire,2022,40.4,120.6,196469.0
ITL3,TLE13,North and North East Lincolnshire,2008,26.4,99.2,198716.0
ITL3,TLE13,North and North East Lincolnshire,2009,26.5,98.1,198716.0
ITL3,TLE13,North and North East Lincolnshire,2010,26.3,94.7,198716.0
ITL3,TLE13,North and North East Lincolnshire,2011,26.1,84.7,198716.0
ITL3,TLE13,North and North East Lincolnshire,2012,26.7,92.6,198716.0
ITL3,TLE13,North and North East Lincolnshire,2013,27.6,96.1,198716.0
ITL3,TLE13,North and North East Lincolnshire,2014,28.5,96.0,198716.0
ITL3,TLE13,North and North East Lincolnshire,2015,29.3,100.5,198716.0
ITL3,TLE13,North and North East Lincolnshire,2016,29.7,101.9,198716.0
ITL3,TLE13,North and North East Lincolnshire,2017,30.4,102.4,198716.0
ITL3,TLE13,North and North East Lincolnshire,2018,31.1,97.9,198716.0
ITL3,TLE13,North and North East Lincolnshire,2019,32.7,100.0,198716.0
ITL3,TLE13,North and North East Lincolnshire,2020,35.3,99.7,198716.0
ITL3,TLE13,North and North East Lincolnshire,2021,38.0,107.3,198716.0
ITL3,TLE13,North and North East Lincolnshire,2022,40.0,120.0,198716.0
ITL3,TLE21,York,2008,31.4,109.4,139430.0
ITL3,TLE21,York,2009,30.9,101.9,139430.0
ITL3,TLE21,York,2010,30.4,98.1,139430.0
ITL3,TLE21,York,2011,30.3,94.5,139430.0
ITL3,TLE21,York,2012,30.7,97.5,139430.0
ITL3,TLE21,York,2013,31.5,97.9,139430.0
ITL3,TLE21,York,2014,32.5,96.8,139430.0
